PlanetVedicMansion,Planet,VedicMansion,Buy,Sell,DaysN,BuyDays%,SellDays%
CE_VM01,Ceres,Aswini,98,115,213,0.46,0.54
CE_VM02,Ceres,Bharani,111,95,206,0.54,0.46
CE_VM03,Ceres,Krittica,73,76,149,0.49,0.51
CE_VM04,Ceres,Rohini,66,82,148,0.45,0.55
CE_VM05,Ceres,Mrigashira,80,90,170,0.47,0.53
CE_VM06,Ceres,Ardra,77,73,150,0.51,0.49
CE_VM07,Ceres,Punavasu,107,94,201,0.53,0.47
CE_VM08,Ceres,Pushya,94,67,161,0.58,0.42
CE_VM09,Ceres,Ashlesha,78,91,169,0.46,0.54
CE_VM10,Ceres,Magha,74,89,163,0.45,0.55
CE_VM11,Ceres,PurvaPhalguni,75,79,154,0.49,0.51
CE_VM12,Ceres,UttaraPhalguni,36,54,90,0.4,0.6
CE_VM13,Ceres,Hasta,43,42,85,0.51,0.49
CE_VM14,Ceres,Chitra,103,106,209,0.49,0.51
CE_VM15,Ceres,Swati,78,89,167,0.47,0.53
CE_VM16,Ceres,Vishakha,110,91,201,0.55,0.45
CE_VM17,Ceres,Anuradha,100,96,196,0.51,0.49
CE_VM18,Ceres,Jyeshtha,95,107,202,0.47,0.53
CE_VM19,Ceres,Mula,100,105,205,0.49,0.51
CE_VM20,Ceres,PurvaAshada,42,58,100,0.42,0.58
CE_VM21,Ceres,UttaraAshada,101,91,192,0.53,0.47
CE_VM22,Ceres,Shravana,130,101,231,0.56,0.44
CE_VM23,Ceres,Danishtha,128,113,241,0.53,0.47
CE_VM24,Ceres,Shatabhisha,97,127,224,0.43,0.57
CE_VM25,Ceres,PurvaBhadrapada,102,105,207,0.49,0.51
CE_VM26,Ceres,UttaraBhadrapada,71,81,152,0.47,0.53
CE_VM27,Ceres,Revati,65,81,146,0.45,0.55
CH_VM20,Chiron,PurvaAshada,50,62,112,0.45,0.55
CH_VM21,Chiron,UttaraAshada,231,268,499,0.46,0.54
CH_VM22,Chiron,Shravana,292,319,611,0.48,0.52
CH_VM23,Chiron,Danishtha,319,357,676,0.47,0.53
CH_VM24,Chiron,Shatabhisha,445,442,887,0.5,0.5
CH_VM25,Chiron,PurvaBhadrapada,465,419,884,0.53,0.47
CH_VM26,Chiron,UttaraBhadrapada,469,484,953,0.49,0.51
CH_VM27,Chiron,Revati,63,47,110,0.57,0.43
JN_VM01,Juno,Aswini,30,44,74,0.41,0.59
JN_VM02,Juno,Bharani,41,48,89,0.46,0.54
JN_VM03,Juno,Krittica,83,90,173,0.48,0.52
JN_VM04,Juno,Rohini,64,65,129,0.5,0.5
JN_VM05,Juno,Mrigashira,72,66,138,0.52,0.48
JN_VM06,Juno,Ardra,31,44,75,0.41,0.59
JN_VM07,Juno,Punavasu,39,39,78,0.5,0.5
JN_VM08,Juno,Pushya,84,69,153,0.55,0.45
JN_VM09,Juno,Ashlesha,85,65,150,0.57,0.43
JN_VM10,Juno,Magha,47,42,89,0.53,0.47
JN_VM11,Juno,PurvaPhalguni,78,93,171,0.46,0.54
JN_VM12,Juno,UttaraPhalguni,91,92,183,0.5,0.5
JN_VM13,Juno,Hasta,120,162,282,0.43,0.57
JN_VM14,Juno,Chitra,157,149,306,0.51,0.49
JN_VM15,Juno,Swati,111,112,223,0.5,0.5
JN_VM16,Juno,Vishakha,106,134,240,0.44,0.56
JN_VM17,Juno,Anuradha,149,139,288,0.52,0.48
JN_VM18,Juno,Jyeshtha,184,173,357,0.52,0.48
JN_VM19,Juno,Mula,142,129,271,0.52,0.48
JN_VM20,Juno,PurvaAshada,144,170,314,0.46,0.54
JN_VM21,Juno,UttaraAshada,86,83,169,0.51,0.49
JN_VM22,Juno,Shravana,102,103,205,0.5,0.5
JN_VM23,Juno,Danishtha,64,56,120,0.53,0.47
JN_VM24,Juno,Shatabhisha,40,46,86,0.47,0.53
JN_VM25,Juno,PurvaBhadrapada,70,73,143,0.49,0.51
JN_VM26,Juno,UttaraBhadrapada,75,75,150,0.5,0.5
JN_VM27,Juno,Revati,39,37,76,0.51,0.49
JU_VM01,Jupiter,Aswini,73,78,151,0.48,0.52
JU_VM02,Jupiter,Bharani,54,53,107,0.5,0.5
JU_VM03,Jupiter,Krittica,24,18,42,0.57,0.43
JU_VM04,Jupiter,Rohini,103,113,216,0.48,0.52
JU_VM05,Jupiter,Mrigashira,24,19,43,0.56,0.44
JU_VM06,Jupiter,Ardra,56,59,115,0.49,0.51
JU_VM07,Jupiter,Punavasu,74,75,149,0.5,0.5
JU_VM08,Jupiter,Pushya,27,16,43,0.63,0.37
JU_VM09,Jupiter,Ashlesha,131,92,223,0.59,0.41
JU_VM10,Jupiter,Magha,27,25,52,0.52,0.48
JU_VM11,Jupiter,PurvaPhalguni,194,197,391,0.5,0.5
JU_VM12,Jupiter,UttaraPhalguni,72,79,151,0.48,0.52
JU_VM13,Jupiter,Hasta,134,172,306,0.44,0.56
JU_VM14,Jupiter,Chitra,124,112,236,0.53,0.47
JU_VM15,Jupiter,Swati,107,103,210,0.51,0.49
JU_VM16,Jupiter,Vishakha,164,165,329,0.5,0.5
