PlanetsAspect,buy,sell,daysN,BuyDays%,SellDays%
JUNE_a0,36,49,85,0.42,0.58
JUNE_a103,44,45,89,0.49,0.51
JUNE_a120,61,68,129,0.47,0.53
JUNE_a135,43,43,86,0.5,0.5
JUNE_a144,69,70,139,0.5,0.5
JUNE_a150,54,78,132,0.41,0.59
JUNE_a180,21,16,37,0.57,0.43
JUNE_a30,45,69,114,0.39,0.61
JUNE_a36,69,66,135,0.51,0.49
JUNE_a45,21,22,43,0.49,0.51
JUNE_a60,66,95,161,0.41,0.59
JUNE_a72,57,59,116,0.49,0.51
JUNE_a90,74,80,154,0.48,0.52
JUPL_a0,46,53,99,0.46,0.54
JUPL_a103,41,36,77,0.53,0.47
JUPL_a120,48,60,108,0.44,0.56
JUPL_a135,16,9,25,0.64,0.36
JUPL_a144,46,31,77,0.6,0.4
JUPL_a150,57,55,112,0.51,0.49
JUPL_a180,28,32,60,0.47,0.53
JUPL_a30,60,60,120,0.5,0.5
JUPL_a36,69,70,139,0.5,0.5
JUPL_a45,78,74,152,0.51,0.49
JUPL_a60,51,52,103,0.5,0.5
JUPL_a72,46,55,101,0.46,0.54
JUPL_a90,73,93,166,0.44,0.56
JUSA_a0,14,13,27,0.52,0.48
JUSA_a103,87,74,161,0.54,0.46
JUSA_a120,74,89,163,0.45,0.55
JUSA_a135,47,43,90,0.52,0.48
JUSA_a144,35,36,71,0.49,0.51
JUSA_a150,33,41,74,0.45,0.55
JUSA_a180,25,25,50,0.5,0.5
JUSA_a30,58,54,112,0.52,0.48
JUSA_a36,12,10,22,0.55,0.45
JUSA_a45,52,60,112,0.46,0.54
JUSA_a60,74,90,164,0.45,0.55
JUSA_a72,88,89,177,0.5,0.5
JUSA_a90,71,53,124,0.57,0.43
JUUR_a0,31,56,87,0.36,0.64
JUUR_a103,63,46,109,0.58,0.42
JUUR_a120,52,62,114,0.46,0.54
JUUR_a135,49,52,101,0.49,0.51
JUUR_a144,54,66,120,0.45,0.55
JUUR_a150,57,78,135,0.42,0.58
JUUR_a180,42,28,70,0.6,0.4
JUUR_a30,76,93,169,0.45,0.55
JUUR_a36,85,88,173,0.49,0.51
JUUR_a45,17,14,31,0.55,0.45
JUUR_a60,80,67,147,0.54,0.46
JUUR_a72,26,22,48,0.54,0.46
JUUR_a90,63,93,156,0.4,0.6
MAJU_a0,26,26,52,0.5,0.5
MAJU_a103,41,50,91,0.45,0.55
MAJU_a120,42,33,75,0.56,0.44
MAJU_a135,57,41,98,0.58,0.42
MAJU_a144,30,49,79,0.38,0.62
MAJU_a150,60,43,103,0.58,0.42
MAJU_a180,35,40,75,0.47,0.53
MAJU_a30,56,40,96,0.58,0.42
MAJU_a36,38,52,90,0.42,0.58
MAJU_a45,45,41,86,0.52,0.48
MAJU_a60,40,43,83,0.48,0.52
MAJU_a72,56,70,126,0.44,0.56
MAJU_a90,59,42,101,0.58,0.42
MANE_a0,22,16,38,0.58,0.42
MANE_a103,49,55,104,0.47,0.53
MANE_a120,47,38,85,0.55,0.45
MANE_a135,58,60,118,0.49,0.51
MANE_a144,59,66,125,0.47,0.53
MANE_a150,55,50,105,0.52,0.48
MANE_a180,29,32,61,0.48,0.52
MANE_a30,49,63,112,0.44,0.56
MANE_a36,65,63,128,0.51,0.49
MANE_a45,55,65,120,0.46,0.54
MANE_a60,35,47,82,0.43,0.57
MANE_a72,43,36,79,0.54,0.46
MANE_a90,57,42,99,0.58,0.42
MAPL_a0,18,22,40,0.45,0.55
MAPL_a103,47,46,93,0.51,0.49
MAPL_a120,58,41,99,0.59,0.41
MAPL_a135,70,84,154,0.45,0.55
MAPL_a144,59,60,119,0.5,0.5
MAPL_a150,63,74,137,0.46,0.54
MAPL_a180,26,34,60,0.43,0.57
MAPL_a30,39,41,80,0.49,0.51
MAPL_a36,47,29,76,0.62,0.38
MAPL_a45,57,41,98,0.58,0.42
MAPL_a60,42,39,81,0.52,0.48
MAPL_a72,35,57,92,0.38,0.62
MAPL_a90,54,72,126,0.43,0.57
MASA_a0,22,29,51,0.43,0.57
MASA_a103,36,40,76,0.47,0.53
MASA_a120,29,42,71,0.41,0.59
MASA_a135,35,32,67,0.52,0.48
MASA_a144,36,31,67,0.54,0.46
MASA_a150,37,27,64,0.58,0.42
MASA_a180,11,19,30,0.37,0.63
MASA_a30,67,89,156,0.43,0.57
MASA_a36,82,67,149,0.55,0.45
MASA_a45,85,72,157,0.54,0.46
MASA_a60,68,79,147,0.46,0.54
MASA_a72,69,55,124,0.56,0.44
MASA_a90,53,86,139,0.38,0.62
MAUR_a0,25,31,56,0.45,0.55
MAUR_a103,60,44,104,0.58,0.42
MAUR_a120,41,43,84,0.49,0.51
MAUR_a135,70,52,122,0.57,0.43
MAUR_a144,60,67,127,0.47,0.53
MAUR_a150,73,77,150,0.49,0.51
MAUR_a180,28,31,59,0.47,0.53
MAUR_a30,42,36,78,0.54,0.46
MAUR_a36,45,36,81,0.56,0.44
MAUR_a45,43,35,78,0.55,0.45
MAUR_a60,42,59,101,0.42,0.58
MAUR_a72,54,48,102,0.53,0.47
MAUR_a90,45,64,109,0.41,0.59
MEJU_a0,41,36,77,0.53,0.47
MEJU_a103,54,36,90,0.6,0.4
MEJU_a120,46,45,91,0.51,0.49
MEJU_a135,53,59,112,0.47,0.53
MEJU_a144,49,56,105,0.47,0.53
MEJU_a150,32,33,65,0.49,0.51
MEJU_a180,23,13,36,0.64,0.36
MEJU_a30,59,67,126,0.47,0.53
MEJU_a36,84,62,146,0.58,0.42
MEJU_a45,62,72,134,0.46,0.54
MEJU_a60,46,49,95,0.48,0.52
MEJU_a72,56,60,116,0.48,0.52
MEJU_a90,42,56,98,0.43,0.57
MEMA_a0,42,59,101,0.42,0.58
MEMA_a103,62,59,121,0.51,0.49
MEMA_a120,30,25,55,0.55,0.45
MEMA_a135,19,24,43,0.44,0.56
MEMA_a144,21,20,41,0.51,0.49
MEMA_a150,26,21,47,0.55,0.45
MEMA_a180,9,8,17,0.53,0.47
MEMA_a30,89,71,160,0.56,0.44
MEMA_a36,58,69,127,0.46,0.54
MEMA_a45,98,94,192,0.51,0.49
MEMA_a60,65,63,128,0.51,0.49
MEMA_a72,69,68,137,0.5,0.5
MEMA_a90,55,56,111,0.5,0.5
MENE_a0,25,35,60,0.42,0.58
MENE_a103,45,53,98,0.46,0.54
MENE_a120,51,51,102,0.5,0.5
