
DAILY PLANET SPEED PHASE:

          Date Speed  Planet SpeedPhase  Buy Sell DaysN BuyDays% SellDays%
 1: 2021-02-06  0.37   Ceres     Direct 1276 1157  2433     0.52      0.48
 2: 2021-02-06  0.04  Chiron     Direct  948  835  1783     0.53      0.47
 3: 2021-02-06  0.25    Juno     Direct 1324 1146  2470     0.54      0.46
 4: 2021-02-06  0.24 Jupiter     Direct 1150 1014  2164     0.53      0.47
 5: 2021-02-06  0.54    Mars     Direct 1490 1352  2842     0.52      0.48
 6: 2021-02-06 -1.04 Mercury Retrograde  323  296   619     0.52      0.48
 7: 2021-02-06 14.02    Moon     Direct 1733 1529  3262     0.53      0.47
 8: 2021-02-06  0.03 Neptune     Direct  887  785  1672     0.53      0.47
 9: 2021-02-06  1.00   NNode     Direct 1733 1529  3262     0.53      0.47
10: 2021-02-06  0.34  Pallas     Direct 1275 1169  2444     0.52      0.48
11: 2021-02-06  0.03  Pholus     Direct  887  807  1694     0.52      0.48
12: 2021-02-06  0.03   Pluto     Direct  887  786  1673     0.53      0.47
13: 2021-02-06  0.12  Saturn     Direct  983  904  1887     0.52      0.48
14: 2021-02-06  1.00   SNode     Direct 1733 1529  3262     0.53      0.47
15: 2021-02-06  1.01     Sun     Direct 1733 1529  3262     0.53      0.47
16: 2021-02-06  0.02  Uranus     Direct  965  820  1785     0.54      0.46
17: 2021-02-06  1.25   Venus     Direct 1578 1395  2973     0.53      0.47
18: 2021-02-06 -0.14   Vesta Retrograde  293  259   552     0.53      0.47

DAILY PLANET ZODIAC SIGN POSITION:

    pID       Date  Planet     ZodSign  Buy Sell DaysN BuyDays% SellDays%
 1:  CE 2021-02-06   Ceres      Pisces  220  173   393     0.56      0.44
 2:  CH 2021-02-06  Chiron       Aries  331  255   586     0.56      0.44
 3:  JN 2021-02-06    Juno Sagittarius  219  225   444     0.49      0.51
 4:  JU 2021-02-06 Jupiter    Aquarius  152  119   271     0.56      0.44
 5:  MA 2021-02-06    Mars      Taurus   99   83   182     0.54      0.46
 6:  ME 2021-02-06 Mercury    Aquarius  136  151   287     0.47      0.53
 7:  MO 2021-02-06    Moon Sagittarius  138  147   285     0.48      0.52
 8:  NE 2021-02-06 Neptune      Pisces 1219 1061  2280     0.53      0.47
 9:  NN 2021-02-06   NNode      Gemini  106   58   164     0.65      0.35
10:  PA 2021-02-06  Pallas    Aquarius  192  197   389     0.49      0.51
11:  PH 2021-02-06  Pholus   Capricorn  312  255   567     0.55      0.45
12:  PL 2021-02-06   Pluto   Capricorn 1630 1433  3063     0.53      0.47
13:  SA 2021-02-06  Saturn    Aquarius   57   37    94     0.61      0.39
14:  SN 2021-02-06   SNode Sagittarius  106   58   164     0.65      0.35
15:  SU 2021-02-06     Sun    Aquarius  134  135   269     0.50      0.50
16:  UR 2021-02-06  Uranus      Taurus  325  259   584     0.56      0.44
17:  VE 2021-02-06   Venus    Aquarius  119   99   218     0.55      0.45
18:  VS 2021-02-06   Vesta       Virgo  149  109   258     0.58      0.42

DAILY PLANETS ASPECTS:

          Date meanOrb minOrb maxOrb startHour endHour exactHour effHours PlanetX PlanetY       Aspect  Buy Sell DaysN BuyDays% SellDays%
 1: 2021-02-06    0.00   0.00   0.00         0      23        23       24   NNode   SNode   Opposition 1733 1529  3262     0.53      0.47
 2: 2021-02-06    0.08   0.00   0.15         0      23        12       24  Pallas  Pholus   SemiSquare   48   35    83     0.58      0.42
 3: 2021-02-06    0.12   0.00   0.28         0      23         9       24   Vesta  Pallas     Quincunx   39   22    61     0.64      0.36
 4: 2021-02-06    0.91   0.01   1.60         0       6         3        7    Moon   Venus      Sextile  122  109   231     0.53      0.47
 5: 2021-02-06    0.32   0.01   0.75         0      23         7       24   Venus  Saturn  Conjunction   21   14    35     0.60      0.40
 6: 2021-02-06    0.30   0.02   0.59         0      23        12       24   Venus  Chiron      Sextile   45   35    80     0.56      0.44
 7: 2021-02-06    0.98   0.03   1.72        10      16        13        7    Moon   Ceres    BiSeptile  134  113   247     0.54      0.46
 8: 2021-02-06    1.00   0.03   1.78         8      14        11        7    Moon   Pluto   SemiSquare  128  106   234     0.55      0.45
 9: 2021-02-06    0.87   0.04   1.70         0       5         2        6    Moon  Pholus  SemiSextile  152  101   253     0.60      0.40
10: 2021-02-06    0.98   0.07   1.77         4      10         7        7    Moon  Pallas     Quintile  139  118   257     0.54      0.46
11: 2021-02-06    1.09   0.09   1.98         8      14        11        7    Moon Mercury     Quintile  129  114   243     0.53      0.47
12: 2021-02-06    1.02   0.10   1.85         2       8         5        7    Moon  Uranus     Quincunx  131  103   234     0.56      0.44
13: 2021-02-06    0.20   0.11   0.30         0      23        NA       24 Jupiter  Pholus SemiQuintile   29   66    95     0.31      0.69
14: 2021-02-06    0.97   0.11   1.78        17      23        20        7    Moon    Mars     Quincunx  111  133   244     0.45      0.55
15: 2021-02-06    1.02   0.14   1.89         1       7         4        7    Moon  Chiron        Trine  120  116   236     0.51      0.49
16: 2021-02-06    0.95   0.14   1.78         0       6         3        7    Moon     Sun     Quintile  126  118   244     0.52      0.48
17: 2021-02-06    1.00   0.15   1.86        10      16        13        7    Moon Jupiter      Sextile  115  128   243     0.47      0.53
18: 2021-02-06    0.91   0.15   1.90        19      23        22        5    Moon   NNode   Opposition   56   65   121     0.46      0.54
19: 2021-02-06    0.91   0.15   1.90        19      23        22        5    Moon   SNode  Conjunction   56   65   121     0.46      0.54
20: 2021-02-06    1.02   0.17   1.91         1       7         4        7    Moon Neptune    BiSeptile  137  103   240     0.57      0.43
21: 2021-02-06    0.22   0.18   0.25         0      23        NA       24  Saturn  Chiron      Sextile    2    6     8     0.25      0.75
22: 2021-02-06    1.02   0.20   1.94         0       6         3        7    Moon  Saturn      Sextile  136  109   245     0.56      0.44
23: 2021-02-06    0.82   0.23   1.41         0      23        NA       24   Venus  Uranus       Square   34   34    68     0.50      0.50
24: 2021-02-06    1.01   0.24   1.95        16      22        19        7    Moon    Juno  Conjunction   58   60   118     0.49      0.51
25: 2021-02-06    0.57   0.27   0.88         0      23        NA       24     Sun   Ceres SemiQuintile   43   50    93     0.46      0.54
26: 2021-02-06    0.87   0.28   1.47        13      18        15        6    Moon  Uranus   BiQuintile  135  100   235     0.57      0.43
27: 2021-02-06    1.03   0.36   1.70         0      23        NA       24   Venus   Vesta SesquiSquare   32   23    55     0.58      0.42
