PlanetAspectCountRange,Planet,Aspect,CountRange,Buy,Sell,DaysN,BuyDays%,SellDays%
"CE_a0_(0,4]",Ceres,Conjunction,"(0,4]",946,762,1708,0.55,0.45
CE_a0_0,Ceres,Conjunction,0,3802,3421,7223,0.53,0.47
"CE_a103_(0,1]",Ceres,BiSeptile,"(0,1]",1356,1127,2483,0.55,0.45
"CE_a103_(1,6]",Ceres,BiSeptile,"(1,6]",327,285,612,0.53,0.47
CE_a103_0,Ceres,BiSeptile,0,3065,2771,5836,0.53,0.47
"CE_a120_(0,1]",Ceres,Trine,"(0,1]",1310,1200,2510,0.52,0.48
"CE_a120_(1,4]",Ceres,Trine,"(1,4]",266,272,538,0.49,0.51
CE_a120_0,Ceres,Trine,0,3172,2711,5883,0.54,0.46
"CE_a135_(0,1]",Ceres,SesquiSquare,"(0,1]",1260,1191,2451,0.51,0.49
"CE_a135_(1,4]",Ceres,SesquiSquare,"(1,4]",263,259,522,0.5,0.5
CE_a135_0,Ceres,SesquiSquare,0,3225,2733,5958,0.54,0.46
"CE_a144_(0,1]",Ceres,BiQuintile,"(0,1]",1298,1187,2485,0.52,0.48
"CE_a144_(1,5]",Ceres,BiQuintile,"(1,5]",304,284,588,0.52,0.48
CE_a144_0,Ceres,BiQuintile,0,3146,2712,5858,0.54,0.46
"CE_a150_(0,1]",Ceres,Quincunx,"(0,1]",1230,1128,2358,0.52,0.48
"CE_a150_(1,5]",Ceres,Quincunx,"(1,5]",304,262,566,0.54,0.46
CE_a150_0,Ceres,Quincunx,0,3214,2793,6007,0.54,0.46
"CE_a180_(0,3]",Ceres,Opposition,"(0,3]",873,713,1586,0.55,0.45
CE_a180_0,Ceres,Opposition,0,3875,3470,7345,0.53,0.47
"CE_a30_(0,1]",Ceres,SemiSextile,"(0,1]",1470,1275,2745,0.54,0.46
"CE_a30_(1,4]",Ceres,SemiSextile,"(1,4]",444,410,854,0.52,0.48
CE_a30_0,Ceres,SemiSextile,0,2834,2498,5332,0.53,0.47
"CE_a36_(0,1]",Ceres,SemiQuintile,"(0,1]",1478,1229,2707,0.55,0.45
"CE_a36_(1,5]",Ceres,SemiQuintile,"(1,5]",523,448,971,0.54,0.46
CE_a36_0,Ceres,SemiQuintile,0,2747,2506,5253,0.52,0.48
"CE_a45_(0,1]",Ceres,SemiSquare,"(0,1]",1504,1411,2915,0.52,0.48
"CE_a45_(1,5]",Ceres,SemiSquare,"(1,5]",424,377,801,0.53,0.47
CE_a45_0,Ceres,SemiSquare,0,2820,2395,5215,0.54,0.46
"CE_a60_(0,1]",Ceres,Sextile,"(0,1]",1345,1180,2525,0.53,0.47
"CE_a60_(1,4]",Ceres,Sextile,"(1,4]",341,313,654,0.52,0.48
CE_a60_0,Ceres,Sextile,0,3062,2690,5752,0.53,0.47
