PlanetAspectsCount,Planet,CountRange,Buy,Sell,DaysN,BuyDays%,SellDays%
"CE_(4,5]",Ceres,"(4,5]",963,781,1744,0.55,0.45
"CE_(5,7]",Ceres,"(5,7]",1475,1361,2836,0.52,0.48
"CE_(7,13]",Ceres,"(7,13]",602,587,1189,0.51,0.49
"CE_[0,4]",Ceres,"[0,4]",1655,1434,3089,0.54,0.46
"CH_(4,5]",Chiron,"(4,5]",886,875,1761,0.5,0.5
"CH_(5,7]",Chiron,"(5,7]",1537,1361,2898,0.53,0.47
"CH_(7,13]",Chiron,"(7,13]",724,599,1323,0.55,0.45
"CH_[0,4]",Chiron,"[0,4]",1548,1328,2876,0.54,0.46
"JN_(4,5]",Juno,"(4,5]",916,804,1720,0.53,0.47
"JN_(5,7]",Juno,"(5,7]",1485,1313,2798,0.53,0.47
"JN_(7,14]",Juno,"(7,14]",636,575,1211,0.53,0.47
"JN_[0,4]",Juno,"[0,4]",1658,1471,3129,0.53,0.47
"JU_(4,5]",Jupiter,"(4,5]",947,809,1756,0.54,0.46
"JU_(5,7]",Jupiter,"(5,7]",1505,1363,2868,0.52,0.48
"JU_(7,12]",Jupiter,"(7,12]",645,558,1203,0.54,0.46
"JU_[0,4]",Jupiter,"[0,4]",1598,1433,3031,0.53,0.47
"MA_(4,5]",Mars,"(4,5]",953,794,1747,0.55,0.45
"MA_(5,7]",Mars,"(5,7]",1396,1254,2650,0.53,0.47
"MA_(7,13]",Mars,"(7,13]",600,595,1195,0.5,0.5
"MA_[0,4]",Mars,"[0,4]",1746,1520,3266,0.53,0.47
"ME_(4,5]",Mercury,"(4,5]",950,788,1738,0.55,0.45
"ME_(5,7]",Mercury,"(5,7]",1400,1309,2709,0.52,0.48
"ME_(7,14]",Mercury,"(7,14]",605,491,1096,0.55,0.45
"ME_[0,4]",Mercury,"[0,4]",1740,1575,3315,0.52,0.48
"MO_(13,15]",Moon,"(13,15]",1319,1210,2529,0.52,0.48
"MO_(15,17]",Moon,"(15,17]",1112,1049,2161,0.51,0.49
"MO_(17,27]",Moon,"(17,27]",849,677,1526,0.56,0.44
"MO_[5,13]",Moon,"[5,13]",1415,1227,2642,0.54,0.46
"NE_(4,5]",Neptune,"(4,5]",941,841,1782,0.53,0.47
"NE_(5,6]",Neptune,"(5,6]",745,703,1448,0.51,0.49
"NE_(6,13]",Neptune,"(6,13]",992,810,1802,0.55,0.45
"NE_[0,4]",Neptune,"[0,4]",2017,1809,3826,0.53,0.47
"NN_(5,6]",NNode,"(5,6]",997,869,1866,0.53,0.47
"NN_(6,7]",NNode,"(6,7]",835,722,1557,0.54,0.46
"NN_(7,13]",NNode,"(7,13]",927,862,1789,0.52,0.48
"NN_[1,5]",NNode,"[1,5]",1936,1710,3646,0.53,0.47
"PA_(4,5]",Pallas,"(4,5]",845,850,1695,0.5,0.5
"PA_(5,7]",Pallas,"(5,7]",1534,1283,2817,0.54,0.46
"PA_(7,13]",Pallas,"(7,13]",670,610,1280,0.52,0.48
"PA_[0,4]",Pallas,"[0,4]",1646,1420,3066,0.54,0.46
"PH_(4,5]",Pholus,"(4,5]",936,808,1744,0.54,0.46
"PH_(5,6]",Pholus,"(5,6]",805,696,1501,0.54,0.46
"PH_(6,13]",Pholus,"(6,13]",1106,1036,2142,0.52,0.48
"PH_[0,4]",Pholus,"[0,4]",1848,1623,3471,0.53,0.47
"PL_(4,5]",Pluto,"(4,5]",992,871,1863,0.53,0.47
"PL_(5,6]",Pluto,"(5,6]",795,722,1517,0.52,0.48
"PL_(6,14]",Pluto,"(6,14]",1012,894,1906,0.53,0.47
"PL_[0,4]",Pluto,"[0,4]",1896,1676,3572,0.53,0.47
"SA_(4,5]",Saturn,"(4,5]",881,816,1697,0.52,0.48
"SA_(5,7]",Saturn,"(5,7]",1384,1243,2627,0.53,0.47
"SA_(7,14]",Saturn,"(7,14]",626,493,1119,0.56,0.44
"SA_[0,4]",Saturn,"[0,4]",1804,1611,3415,0.53,0.47
"SN_(5,6]",SNode,"(5,6]",1016,918,1934,0.53,0.47
"SN_(6,7]",SNode,"(6,7]",824,715,1539,0.54,0.46
"SN_(7,13]",SNode,"(7,13]",994,867,1861,0.53,0.47
"SN_[1,5]",SNode,"[1,5]",1861,1663,3524,0.53,0.47
"SU_(4,5]",Sun,"(4,5]",990,848,1838,0.54,0.46
"SU_(5,7]",Sun,"(5,7]",1436,1295,2731,0.53,0.47
"SU_(7,14]",Sun,"(7,14]",612,562,1174,0.52,0.48
"SU_[0,4]",Sun,"[0,4]",1657,1458,3115,0.53,0.47
"UR_(4,5]",Uranus,"(4,5]",978,768,1746,0.56,0.44
"UR_(5,7]",Uranus,"(5,7]",1472,1346,2818,0.52,0.48
"UR_(7,15]",Uranus,"(7,15]",763,711,1474,0.52,0.48
"UR_[0,4]",Uranus,"[0,4]",1482,1338,2820,0.53,0.47
"VE_(4,5]",Venus,"(4,5]",910,836,1746,0.52,0.48
"VE_(5,7]",Venus,"(5,7]",1539,1264,2803,0.55,0.45
"VE_(7,14]",Venus,"(7,14]",763,707,1470,0.52,0.48
"VE_[0,4]",Venus,"[0,4]",1483,1356,2839,0.52,0.48
"VS_(4,5]",Vesta,"(4,5]",924,849,1773,0.52,0.48
"VS_(5,7]",Vesta,"(5,7]",1411,1315,2726,0.52,0.48
"VS_(7,13]",Vesta,"(7,13]",643,532,1175,0.55,0.45
"VS_[0,4]",Vesta,"[0,4]",1717,1467,3184,0.54,0.46
