PlanetVedicMansion,Planet,VedicMansion,Buy,Sell,DaysN,BuyDays%,SellDays%
CE_,Ceres,,1,1,2,0.5,0.5
CE_VM01,Ceres,Aswini,196,201,397,0.49,0.51
CE_VM02,Ceres,Bharani,135,135,270,0.5,0.5
CE_VM03,Ceres,Krittica,136,132,268,0.51,0.49
CE_VM04,Ceres,Rohini,160,97,257,0.62,0.38
CE_VM05,Ceres,Mrigashira,180,165,345,0.52,0.48
CE_VM06,Ceres,Ardra,151,148,299,0.51,0.49
CE_VM07,Ceres,Punavasu,152,110,262,0.58,0.42
CE_VM08,Ceres,Pushya,145,122,267,0.54,0.46
CE_VM09,Ceres,Ashlesha,170,149,319,0.53,0.47
CE_VM10,Ceres,Magha,134,138,272,0.49,0.51
CE_VM11,Ceres,PurvaPhalguni,131,114,245,0.53,0.47
CE_VM12,Ceres,UttaraPhalguni,149,113,262,0.57,0.43
CE_VM13,Ceres,Hasta,110,122,232,0.47,0.53
CE_VM14,Ceres,Chitra,208,176,384,0.54,0.46
CE_VM15,Ceres,Swati,151,144,295,0.51,0.49
CE_VM16,Ceres,Vishakha,144,142,286,0.5,0.5
CE_VM17,Ceres,Anuradha,212,156,368,0.58,0.42
CE_VM18,Ceres,Jyeshtha,208,183,391,0.53,0.47
CE_VM19,Ceres,Mula,223,182,405,0.55,0.45
CE_VM20,Ceres,PurvaAshada,145,159,304,0.48,0.52
CE_VM21,Ceres,UttaraAshada,231,177,408,0.57,0.43
CE_VM22,Ceres,Shravana,198,193,391,0.51,0.49
CE_VM23,Ceres,Danishtha,185,171,356,0.52,0.48
CE_VM24,Ceres,Shatabhisha,234,207,441,0.53,0.47
CE_VM25,Ceres,PurvaBhadrapada,215,174,389,0.55,0.45
CE_VM26,Ceres,UttaraBhadrapada,193,164,357,0.54,0.46
CE_VM27,Ceres,Revati,165,156,321,0.51,0.49
CH_VM04,Chiron,Rohini,78,67,145,0.54,0.46
CH_VM05,Chiron,Mrigashira,237,196,433,0.55,0.45
CH_VM06,Chiron,Ardra,221,174,395,0.56,0.44
CH_VM07,Chiron,Punavasu,202,162,364,0.55,0.45
CH_VM08,Chiron,Pushya,133,130,263,0.51,0.49
CH_VM09,Chiron,Ashlesha,128,129,257,0.5,0.5
CH_VM10,Chiron,Magha,99,83,182,0.54,0.46
CH_VM11,Chiron,PurvaPhalguni,89,85,174,0.51,0.49
CH_VM12,Chiron,UttaraPhalguni,114,91,205,0.56,0.44
CH_VM13,Chiron,Hasta,132,110,242,0.55,0.45
CH_VM14,Chiron,Chitra,107,80,187,0.57,0.43
CH_VM15,Chiron,Swati,104,84,188,0.55,0.45
CH_VM16,Chiron,Vishakha,112,77,189,0.59,0.41
CH_VM17,Chiron,Anuradha,133,125,258,0.52,0.48
CH_VM18,Chiron,Jyeshtha,130,189,319,0.41,0.59
CH_VM19,Chiron,Mula,177,166,343,0.52,0.48
CH_VM20,Chiron,PurvaAshada,194,190,384,0.51,0.49
CH_VM21,Chiron,UttaraAshada,229,254,483,0.47,0.53
CH_VM22,Chiron,Shravana,306,287,593,0.52,0.48
CH_VM23,Chiron,Danishtha,364,292,656,0.55,0.45
CH_VM24,Chiron,Shatabhisha,432,424,856,0.5,0.5
CH_VM25,Chiron,PurvaBhadrapada,476,378,854,0.56,0.44
CH_VM26,Chiron,UttaraBhadrapada,465,358,823,0.57,0.43
JN_,Juno,,1,1,2,0.5,0.5
JN_VM01,Juno,Aswini,72,62,134,0.54,0.46
JN_VM02,Juno,Bharani,83,70,153,0.54,0.46
JN_VM03,Juno,Krittica,128,104,232,0.55,0.45
JN_VM04,Juno,Rohini,93,99,192,0.48,0.52
JN_VM05,Juno,Mrigashira,109,92,201,0.54,0.46
JN_VM06,Juno,Ardra,133,128,261,0.51,0.49
JN_VM07,Juno,Punavasu,80,70,150,0.53,0.47
JN_VM08,Juno,Pushya,122,104,226,0.54,0.46
JN_VM09,Juno,Ashlesha,143,165,308,0.46,0.54
JN_VM10,Juno,Magha,183,150,333,0.55,0.45
JN_VM11,Juno,PurvaPhalguni,156,153,309,0.5,0.5
JN_VM12,Juno,UttaraPhalguni,210,183,393,0.53,0.47
JN_VM13,Juno,Hasta,262,172,434,0.6,0.4
JN_VM14,Juno,Chitra,280,234,514,0.54,0.46
JN_VM15,Juno,Swati,263,258,521,0.5,0.5
JN_VM16,Juno,Vishakha,285,250,535,0.53,0.47
JN_VM17,Juno,Anuradha,249,269,518,0.48,0.52
JN_VM18,Juno,Jyeshtha,234,225,459,0.51,0.49
JN_VM19,Juno,Mula,236,205,441,0.54,0.46
JN_VM20,Juno,PurvaAshada,250,218,468,0.53,0.47
JN_VM21,Juno,UttaraAshada,188,163,351,0.54,0.46
JN_VM22,Juno,Shravana,203,154,357,0.57,0.43
JN_VM23,Juno,Danishtha,184,182,366,0.5,0.5
JN_VM24,Juno,Shatabhisha,112,118,230,0.49,0.51
JN_VM25,Juno,PurvaBhadrapada,128,91,219,0.58,0.42
JN_VM26,Juno,UttaraBhadrapada,160,112,272,0.59,0.41
JN_VM27,Juno,Revati,115,99,214,0.54,0.46
JU_VM01,Jupiter,Aswini,260,225,485,0.54,0.46
JU_VM02,Jupiter,Bharani,88,96,184,0.48,0.52
JU_VM03,Jupiter,Krittica,152,146,298,0.51,0.49
JU_VM04,Jupiter,Rohini,230,223,453,0.51,0.49
JU_VM05,Jupiter,Mrigashira,67,56,123,0.54,0.46
JU_VM06,Jupiter,Ardra,249,237,486,0.51,0.49
JU_VM07,Jupiter,Punavasu,146,128,274,0.53,0.47
JU_VM08,Jupiter,Pushya,159,142,301,0.53,0.47
JU_VM09,Jupiter,Ashlesha,251,225,476,0.53,0.47
