PlanetsAspect,buy,sell,daysN,BuyDays%,SellDays%
JUNE_a0,63,32,95,0.66,0.34
JUNE_a103,107,119,226,0.47,0.53
JUNE_a120,123,103,226,0.54,0.46
JUNE_a135,100,103,203,0.49,0.51
JUNE_a144,111,110,221,0.5,0.5
JUNE_a150,148,139,287,0.52,0.48
JUNE_a180,92,64,156,0.59,0.41
JUNE_a30,82,59,141,0.58,0.42
JUNE_a36,68,93,161,0.42,0.58
JUNE_a45,63,62,125,0.5,0.5
JUNE_a60,103,88,191,0.54,0.46
JUNE_a72,132,116,248,0.53,0.47
JUNE_a90,135,103,238,0.57,0.43
JUPL_a0,65,49,114,0.57,0.43
JUPL_a103,105,102,207,0.51,0.49
JUPL_a120,118,92,210,0.56,0.44
JUPL_a135,125,116,241,0.52,0.48
JUPL_a144,80,85,165,0.48,0.52
JUPL_a150,109,103,212,0.51,0.49
JUPL_a180,58,75,133,0.44,0.56
JUPL_a30,86,61,147,0.59,0.41
JUPL_a36,109,86,195,0.56,0.44
JUPL_a45,160,134,294,0.54,0.46
JUPL_a60,67,59,126,0.53,0.47
JUPL_a72,120,102,222,0.54,0.46
JUPL_a90,93,94,187,0.5,0.5
JUSA_a0,31,21,52,0.6,0.4
JUSA_a103,116,123,239,0.49,0.51
JUSA_a120,125,109,234,0.53,0.47
JUSA_a135,102,94,196,0.52,0.48
JUSA_a144,106,100,206,0.51,0.49
JUSA_a150,74,60,134,0.55,0.45
JUSA_a180,87,69,156,0.56,0.44
JUSA_a30,119,112,231,0.52,0.48
JUSA_a36,91,75,166,0.55,0.45
JUSA_a45,142,97,239,0.59,0.41
JUSA_a60,114,105,219,0.52,0.48
JUSA_a72,117,104,221,0.53,0.47
JUSA_a90,137,96,233,0.59,0.41
JUUR_a0,46,54,100,0.46,0.54
JUUR_a103,123,113,236,0.52,0.48
JUUR_a120,126,122,248,0.51,0.49
JUUR_a135,83,101,184,0.45,0.55
JUUR_a144,187,122,309,0.61,0.39
JUUR_a150,128,105,233,0.55,0.45
JUUR_a180,69,48,117,0.59,0.41
JUUR_a30,119,73,192,0.62,0.38
JUUR_a36,118,85,203,0.58,0.42
JUUR_a45,116,95,211,0.55,0.45
JUUR_a60,90,83,173,0.52,0.48
JUUR_a72,101,112,213,0.47,0.53
JUUR_a90,111,118,229,0.48,0.52
MAJU_a0,50,47,97,0.52,0.48
MAJU_a103,79,87,166,0.48,0.52
MAJU_a120,105,77,182,0.58,0.42
MAJU_a135,86,80,166,0.52,0.48
MAJU_a144,103,85,188,0.55,0.45
MAJU_a150,103,90,193,0.53,0.47
MAJU_a180,84,67,151,0.56,0.44
MAJU_a30,97,86,183,0.53,0.47
MAJU_a36,100,79,179,0.56,0.44
MAJU_a45,84,88,172,0.49,0.51
MAJU_a60,120,127,247,0.49,0.51
MAJU_a72,138,132,270,0.51,0.49
MAJU_a90,118,90,208,0.57,0.43
MANE_a0,33,42,75,0.44,0.56
MANE_a103,105,73,178,0.59,0.41
MANE_a120,93,87,180,0.52,0.48
MANE_a135,136,104,240,0.57,0.43
MANE_a144,119,121,240,0.5,0.5
MANE_a150,121,104,225,0.54,0.46
MANE_a180,56,55,111,0.5,0.5
MANE_a30,92,99,191,0.48,0.52
MANE_a36,99,93,192,0.52,0.48
MANE_a45,96,118,214,0.45,0.55
MANE_a60,88,72,160,0.55,0.45
MANE_a72,91,62,153,0.59,0.41
MANE_a90,119,97,216,0.55,0.45
MAPL_a0,44,37,81,0.54,0.46
MAPL_a103,99,88,187,0.53,0.47
MAPL_a120,96,99,195,0.49,0.51
MAPL_a135,131,123,254,0.52,0.48
MAPL_a144,116,100,216,0.54,0.46
MAPL_a150,138,106,244,0.57,0.43
MAPL_a180,50,47,97,0.52,0.48
MAPL_a30,107,86,193,0.55,0.45
MAPL_a36,91,85,176,0.52,0.48
MAPL_a45,108,91,199,0.54,0.46
MAPL_a60,109,84,193,0.56,0.44
MAPL_a72,122,99,221,0.55,0.45
MAPL_a90,120,108,228,0.53,0.47
MASA_a0,50,37,87,0.57,0.43
MASA_a103,94,71,165,0.57,0.43
MASA_a120,92,88,180,0.51,0.49
MASA_a135,94,81,175,0.54,0.46
MASA_a144,101,103,204,0.5,0.5
MASA_a150,106,77,183,0.58,0.42
MASA_a180,74,40,114,0.65,0.35
MASA_a30,119,110,229,0.52,0.48
MASA_a36,109,114,223,0.49,0.51
MASA_a45,150,103,253,0.59,0.41
MASA_a60,128,89,217,0.59,0.41
MASA_a72,90,110,200,0.45,0.55
MASA_a90,114,112,226,0.5,0.5
MAUR_a0,58,46,104,0.56,0.44
MAUR_a103,129,103,232,0.56,0.44
MAUR_a120,112,81,193,0.58,0.42
MAUR_a135,103,115,218,0.47,0.53
MAUR_a144,143,111,254,0.56,0.44
MAUR_a150,134,123,257,0.52,0.48
MAUR_a180,68,45,113,0.6,0.4
MAUR_a30,95,83,178,0.53,0.47
MAUR_a36,78,74,152,0.51,0.49
MAUR_a45,72,81,153,0.47,0.53
MAUR_a60,100,102,202,0.5,0.5
MAUR_a72,99,79,178,0.56,0.44
MAUR_a90,115,87,202,0.57,0.43
MEJU_a0,60,57,117,0.51,0.49
MEJU_a103,107,91,198,0.54,0.46
MEJU_a120,91,86,177,0.51,0.49
MEJU_a135,111,80,191,0.58,0.42
MEJU_a144,90,106,196,0.46,0.54
MEJU_a150,85,101,186,0.46,0.54
MEJU_a180,30,40,70,0.43,0.57
MEJU_a30,123,112,235,0.52,0.48
MEJU_a36,141,113,254,0.56,0.44
MEJU_a45,148,118,266,0.56,0.44
MEJU_a60,121,90,211,0.57,0.43
MEJU_a72,96,124,220,0.44,0.56
MEJU_a90,118,89,207,0.57,0.43
MEMA_a0,101,74,175,0.58,0.42
MEMA_a103,105,105,210,0.5,0.5
MEMA_a120,56,47,103,0.54,0.46
MEMA_a135,49,38,87,0.56,0.44
MEMA_a144,34,41,75,0.45,0.55
MEMA_a150,41,41,82,0.5,0.5
MEMA_a180,15,19,34,0.44,0.56
MEMA_a30,168,167,335,0.5,0.5
MEMA_a36,150,133,283,0.53,0.47
MEMA_a45,183,172,355,0.52,0.48
MEMA_a60,119,111,230,0.52,0.48
MEMA_a72,155,119,274,0.57,0.43
MEMA_a90,110,111,221,0.5,0.5
MENE_a0,50,55,105,0.48,0.52
MENE_a103,102,89,191,0.53,0.47
MENE_a120,128,85,213,0.6,0.4
MENE_a135,132,106,238,0.55,0.45
MENE_a144,107,83,190,0.56,0.44
MENE_a150,106,71,177,0.6,0.4
MENE_a180,69,45,114,0.61,0.39
MENE_a30,125,96,221,0.57,0.43
MENE_a36,126,93,219,0.58,0.42
MENE_a45,115,97,212,0.54,0.46
MENE_a60,104,84,188,0.55,0.45
MENE_a72,118,127,245,0.48,0.52
MENE_a90,130,106,236,0.55,0.45
MEPL_a0,78,49,127,0.61,0.39
MEPL_a103,101,115,216,0.47,0.53
MEPL_a120,106,104,210,0.5,0.5
MEPL_a135,86,85,171,0.5,0.5
MEPL_a144,124,90,214,0.58,0.42
MEPL_a150,111,87,198,0.56,0.44
MEPL_a180,43,31,74,0.58,0.42
MEPL_a30,116,94,210,0.55,0.45
MEPL_a36,133,116,249,0.53,0.47
MEPL_a45,122,100,222,0.55,0.45
MEPL_a60,116,104,220,0.53,0.47
MEPL_a72,127,89,216,0.59,0.41
MEPL_a90,124,87,211,0.59,0.41
MESA_a0,64,49,113,0.57,0.43
MESA_a103,121,109,230,0.53,0.47
MESA_a120,119,79,198,0.6,0.4
MESA_a135,120,98,218,0.55,0.45
MESA_a144,104,87,191,0.54,0.46
MESA_a150,104,85,189,0.55,0.45
MESA_a180,49,36,85,0.58,0.42
MESA_a30,120,102,222,0.54,0.46
MESA_a36,116,100,216,0.54,0.46
