PlanetQuality,Planet,Quality,Buy,Sell,DaysN,BuyDays%,SellDays%
CE_CAR,Ceres,Cardinal,176,149,325,0.54,0.46
CE_FIX,Ceres,Fixed,323,309,632,0.51,0.49
CE_MUT,Ceres,Mutable,520,424,944,0.55,0.45
CH_CAR,Chiron,Cardinal,865,733,1598,0.54,0.46
CH_MUT,Chiron,Mutable,154,149,303,0.51,0.49
JN_CAR,Juno,Cardinal,309,264,573,0.54,0.46
JN_FIX,Juno,Fixed,267,232,499,0.54,0.46
JN_MUT,Juno,Mutable,443,386,829,0.53,0.47
JU_CAR,Jupiter,Cardinal,340,250,590,0.58,0.42
JU_FIX,Jupiter,Fixed,339,322,661,0.51,0.49
JU_MUT,Jupiter,Mutable,340,310,650,0.52,0.48
MA_CAR,Mars,Cardinal,364,302,666,0.55,0.45
MA_FIX,Mars,Fixed,323,296,619,0.52,0.48
MA_MUT,Mars,Mutable,332,284,616,0.54,0.46
ME_CAR,Mercury,Cardinal,358,287,645,0.56,0.44
ME_FIX,Mercury,Fixed,320,303,623,0.51,0.49
ME_MUT,Mercury,Mutable,341,292,633,0.54,0.46
MO_CAR,Moon,Cardinal,329,303,632,0.52,0.48
MO_FIX,Moon,Fixed,353,284,637,0.55,0.45
MO_MUT,Moon,Mutable,337,295,632,0.53,0.47
NE_MUT,Neptune,Mutable,1019,882,1901,0.54,0.46
NN_CAR,NNode,Cardinal,302,265,567,0.53,0.47
NN_FIX,NNode,Fixed,401,367,768,0.52,0.48
NN_MUT,NNode,Mutable,316,250,566,0.56,0.44
PA_CAR,Pallas,Cardinal,521,396,917,0.57,0.43
PA_FIX,Pallas,Fixed,189,203,392,0.48,0.52
PA_MUT,Pallas,Mutable,309,283,592,0.52,0.48
PH_CAR,Pholus,Cardinal,860,707,1567,0.55,0.45
PH_MUT,Pholus,Mutable,159,175,334,0.48,0.52
PL_CAR,Pluto,Cardinal,1019,882,1901,0.54,0.46
SA_CAR,Saturn,Cardinal,515,477,992,0.52,0.48
SA_FIX,Saturn,Fixed,475,395,870,0.55,0.45
SA_MUT,Saturn,Mutable,29,10,39,0.74,0.26
SN_CAR,SNode,Cardinal,302,265,567,0.53,0.47
SN_FIX,SNode,Fixed,401,367,768,0.52,0.48
SN_MUT,SNode,Mutable,316,250,566,0.56,0.44
SU_CAR,Sun,Cardinal,355,284,639,0.56,0.44
SU_FIX,Sun,Fixed,333,292,625,0.53,0.47
SU_MUT,Sun,Mutable,331,306,637,0.52,0.48
UR_CAR,Uranus,Cardinal,151,154,305,0.5,0.5
UR_FIX,Uranus,Fixed,868,728,1596,0.54,0.46
VE_CAR,Venus,Cardinal,314,349,663,0.47,0.53
VE_FIX,Venus,Fixed,348,261,609,0.57,0.43
VE_MUT,Venus,Mutable,357,272,629,0.57,0.43
VS_CAR,Vesta,Cardinal,215,193,408,0.53,0.47
VS_FIX,Vesta,Fixed,386,317,703,0.55,0.45
VS_MUT,Vesta,Mutable,418,372,790,0.53,0.47
