PlanetsAspect,vars,n,mean,sd,median,trimmed,mad,min,max,range,skew,kurtosis,se
CE_PA_a103,1,12,0.012,0.062,0.017,0.012,0.073,-0.1,0.116,0.216,-0.152,-1.161,0.018
CH_UR_a30,1,1365,0.001,0.041,0.002,0.001,0.03,-0.24,0.185,0.425,-0.305,3.448,0.001
JN_JU_a72,1,71,0.011,0.062,0.013,0.011,0.034,-0.24,0.185,0.425,-0.387,3.597,0.007
JN_PA_a103,1,76,0,0.035,0.002,0.002,0.023,-0.132,0.072,0.204,-0.893,2.472,0.004
JN_PL_a0,1,18,-0.01,0.046,-0.012,-0.009,0.039,-0.111,0.069,0.179,-0.295,-0.54,0.011
JU_PL_a72,1,66,0.007,0.025,0.006,0.006,0.018,-0.08,0.071,0.151,-0.019,1.711,0.003
JU_SN_a103,1,20,0,0.033,0.002,0,0.027,-0.054,0.069,0.123,0.071,-0.749,0.007
MA_CE_a60,1,44,0.003,0.029,0.001,0.002,0.034,-0.069,0.069,0.138,0.044,-0.427,0.004
MA_NE_a150,1,26,0.001,0.025,-0.002,-0.001,0.026,-0.044,0.069,0.113,0.688,0.317,0.005
MA_SA_a72,1,42,0.012,0.034,0.014,0.012,0.042,-0.043,0.082,0.125,0.145,-1.007,0.005
ME_SN_a72,1,54,0.006,0.025,0.004,0.004,0.014,-0.05,0.082,0.132,0.657,1.138,0.003
ME_UR_a135,1,46,-0.01,0.041,-0.005,-0.007,0.032,-0.146,0.069,0.215,-1.005,1.309,0.006
MO_VE_a60,1,134,0.004,0.036,0.004,0.004,0.03,-0.1,0.134,0.234,0.333,1.558,0.003
NN_CH_a144,1,53,0.026,0.063,0.03,0.024,0.051,-0.174,0.185,0.359,-0.076,1.091,0.009
NN_SN_a180,1,1901,0.001,0.037,0.002,0.001,0.027,-0.24,0.185,0.425,-0.343,3.966,0.001
PA_CH_a36,1,51,-0.005,0.052,0.001,0,0.046,-0.145,0.116,0.261,-0.653,0.453,0.007
PA_PL_a103,1,82,-0.001,0.047,0.007,0.002,0.037,-0.146,0.105,0.251,-0.602,0.53,0.005
PA_SN_a72,1,41,0.001,0.054,0.002,0.004,0.048,-0.145,0.116,0.261,-0.591,0.772,0.008
SA_CH_a90,1,63,-0.002,0.041,-0.005,-0.003,0.035,-0.098,0.083,0.181,0.096,-0.255,0.005
SA_PH_a0,1,48,0.027,0.064,0.028,0.026,0.047,-0.174,0.185,0.359,-0.078,1.168,0.009
SA_UR_a120,1,95,0.002,0.039,0,0.002,0.037,-0.098,0.129,0.227,0.246,0.543,0.004
SN_CH_a36,1,53,0.026,0.063,0.03,0.024,0.051,-0.174,0.185,0.359,-0.076,1.091,0.009
SU_MA_a36,1,53,-0.002,0.045,-0.007,-0.001,0.033,-0.132,0.105,0.237,-0.173,0.748,0.006
SU_NN_a90,1,44,0.002,0.029,0.001,0,0.026,-0.051,0.106,0.158,1.067,2.198,0.004
SU_PH_a36,1,49,0,0.031,-0.003,0.001,0.028,-0.089,0.069,0.157,-0.187,0.729,0.004
SU_SA_a36,1,49,-0.001,0.034,0.009,0.002,0.023,-0.093,0.069,0.162,-0.847,0.571,0.005
SU_SN_a90,1,44,0.002,0.029,0.001,0,0.026,-0.051,0.106,0.158,1.067,2.198,0.004
UR_NE_a45,1,586,0.001,0.038,0.001,0.001,0.027,-0.216,0.185,0.401,-0.1,4.856,0.002
UR_PH_a120,1,362,-0.001,0.041,0,0,0.028,-0.216,0.124,0.34,-0.6,3.827,0.002
VE_JN_a72,1,40,0.004,0.035,0,0.002,0.032,-0.079,0.089,0.168,0.144,0.211,0.006
VE_JU_a0,1,21,0.009,0.049,-0.012,0.005,0.043,-0.069,0.124,0.193,0.676,-0.393,0.011
VE_PL_a72,1,56,-0.007,0.046,0.005,-0.003,0.032,-0.138,0.071,0.209,-0.821,0.322,0.006
VE_SN_a103,1,43,0.017,0.038,0.011,0.016,0.032,-0.079,0.096,0.175,0.118,-0.292,0.006
VS_CE_a72,1,2,0.057,0.017,0.057,0.057,0.017,0.045,0.069,0.024,0,-2.75,0.012
VS_NE_a135,1,18,0.011,0.03,0.006,0.011,0.035,-0.053,0.069,0.122,-0.059,-0.621,0.007
VS_PH_a60,1,94,0.002,0.033,0.003,0.003,0.022,-0.134,0.071,0.205,-0.739,3.055,0.003
MO_JU_a60,1,141,0.003,0.042,0.004,0.004,0.033,-0.216,0.129,0.345,-1.1,5.48,0.004
MO_MA_a36,1,137,-0.005,0.039,0.002,-0.002,0.023,-0.24,0.097,0.338,-1.781,9.085,0.003
MO_SU_a72,1,136,0.002,0.032,0,0.001,0.026,-0.092,0.145,0.238,0.702,2.914,0.003
MO_ME_a90,1,134,0.006,0.043,0.004,0.003,0.028,-0.138,0.15,0.287,0.717,2.365,0.004
MO_UR_a135,1,139,0.001,0.041,0.002,0.002,0.027,-0.111,0.15,0.261,-0.022,1.572,0.003
ME_PL_a36,1,68,0,0.064,0.01,0.006,0.04,-0.216,0.129,0.345,-1.203,2.223,0.008
MO_NE_a180,1,71,-0.001,0.045,0.002,0,0.024,-0.111,0.15,0.261,0.036,1.584,0.005
ME_JN_a36,1,55,-0.003,0.049,0.001,-0.001,0.039,-0.145,0.134,0.279,-0.4,1.389,0.007
ME_NE_a90,1,71,-0.002,0.054,0.004,0.001,0.041,-0.174,0.15,0.324,-0.51,1.059,0.006
ME_CH_a103,1,42,-0.002,0.046,0.001,0.003,0.04,-0.174,0.069,0.243,-1.379,2.807,0.007
MO_MA_a30,1,138,-0.001,0.036,0.006,0,0.031,-0.118,0.097,0.215,-0.361,0.789,0.003
MO_SA_a103,1,140,0.002,0.041,0.002,0.002,0.03,-0.146,0.101,0.247,-0.226,1.302,0.003
MO_VS_a45,1,139,-0.002,0.035,0.001,0,0.029,-0.167,0.069,0.236,-1.18,3.773,0.003
JN_NN_a150,1,39,0.007,0.041,0.009,0.006,0.041,-0.074,0.129,0.203,0.413,0.416,0.007
