PlanetAspectsCount,Planet,CountRange,Buy,Sell,DaysN,BuyDays%,SellDays%
"CE_(2,3]",Ceres,"(2,3]",265,243,508,0.52,0.48
"CE_(3,4]",Ceres,"(3,4]",275,239,514,0.54,0.46
"CE_(4,8]",Ceres,"(4,8]",247,213,460,0.54,0.46
"CE_[0,2]",Ceres,"[0,2]",473,477,950,0.5,0.5
"CH_(1,2]",Chiron,"(1,2]",464,420,884,0.52,0.48
"CH_(2,3]",Chiron,"(2,3]",155,143,298,0.52,0.48
CH_1,Chiron,1,527,495,1022,0.52,0.48
"CH_[0,1)",Chiron,"[0,1)",114,114,228,0.5,0.5
"JN_(2,3]",Juno,"(2,3]",287,267,554,0.52,0.48
"JN_(3,4]",Juno,"(3,4]",237,217,454,0.52,0.48
"JN_(4,9]",Juno,"(4,9]",204,219,423,0.48,0.52
"JN_[0,2]",Juno,"[0,2]",532,469,1001,0.53,0.47
"JU_(1,2]",Jupiter,"(1,2]",381,361,742,0.51,0.49
"JU_(2,3]",Jupiter,"(2,3]",242,224,466,0.52,0.48
"JU_(3,7]",Jupiter,"(3,7]",225,195,420,0.54,0.46
"JU_[0,1]",Jupiter,"[0,1]",412,392,804,0.51,0.49
"MA_(2,3]",Mars,"(2,3]",263,262,525,0.5,0.5
"MA_(3,5]",Mars,"(3,5]",474,460,934,0.51,0.49
"MA_(5,11]",Mars,"(5,11]",198,159,357,0.55,0.45
"MA_[0,2]",Mars,"[0,2]",325,291,616,0.53,0.47
"ME_(3,4]",Mercury,"(3,4]",279,243,522,0.53,0.47
"ME_(4,6]",Mercury,"(4,6]",412,370,782,0.53,0.47
"ME_(6,13]",Mercury,"(6,13]",135,147,282,0.48,0.52
"ME_[0,3]",Mercury,"[0,3]",434,412,846,0.51,0.49
"MO_(13,15]",Moon,"(13,15]",373,355,728,0.51,0.49
"MO_(15,17]",Moon,"(15,17]",315,282,597,0.53,0.47
"MO_(17,27]",Moon,"(17,27]",203,188,391,0.52,0.48
"MO_[5,13]",Moon,"[5,13]",369,347,716,0.52,0.48
NE_0,Neptune,0,1260,1172,2432,0.52,0.48
"NN_(2,3]",NNode,"(2,3]",337,252,589,0.57,0.43
"NN_(3,6]",NNode,"(3,6]",285,319,604,0.47,0.53
NN_2,NNode,2,431,403,834,0.52,0.48
"NN_[1,2)",NNode,"[1,2)",207,198,405,0.51,0.49
"PA_(1,2]",Pallas,"(1,2]",316,304,620,0.51,0.49
"PA_(2,3]",Pallas,"(2,3]",285,262,547,0.52,0.48
"PA_(3,8]",Pallas,"(3,8]",208,212,420,0.5,0.5
"PA_[0,1]",Pallas,"[0,1]",451,394,845,0.53,0.47
"PH_(0,1]",Pholus,"(0,1]",463,438,901,0.51,0.49
PH_0,Pholus,0,797,734,1531,0.52,0.48
"SA_(1,2]",Saturn,"(1,2]",312,249,561,0.56,0.44
"SA_(2,4]",Saturn,"(2,4]",170,136,306,0.56,0.44
SA_1,Saturn,1,386,378,764,0.51,0.49
"SA_[0,1)",Saturn,"[0,1)",392,409,801,0.49,0.51
"SN_(2,5]",SNode,"(2,5]",311,306,617,0.5,0.5
SN_2,SNode,2,347,306,653,0.53,0.47
"SN_[0,1]",SNode,"[0,1]",602,560,1162,0.52,0.48
"SU_(3,4]",Sun,"(3,4]",281,264,545,0.52,0.48
"SU_(4,5]",Sun,"(4,5]",204,212,416,0.49,0.51
"SU_(5,11]",Sun,"(5,11]",253,223,476,0.53,0.47
"SU_[0,3]",Sun,"[0,3]",522,473,995,0.52,0.48
"UR_(1,3]",Uranus,"(1,3]",442,435,877,0.5,0.5
UR_0,Uranus,0,488,450,938,0.52,0.48
UR_1,Uranus,1,330,287,617,0.53,0.47
"VE_(3,4]",Venus,"(3,4]",253,278,531,0.48,0.52
"VE_(4,6]",Venus,"(4,6]",419,369,788,0.53,0.47
"VE_(6,12]",Venus,"(6,12]",169,155,324,0.52,0.48
"VE_[0,3]",Venus,"[0,3]",419,370,789,0.53,0.47
"VS_(2,3]",Vesta,"(2,3]",265,230,495,0.54,0.46
"VS_(3,4]",Vesta,"(3,4]",287,230,517,0.56,0.44
"VS_(4,10]",Vesta,"(4,10]",321,333,654,0.49,0.51
"VS_[0,2]",Vesta,"[0,2]",387,379,766,0.51,0.49
