PlanetAspectsCount,Planet,CountRange,Buy,Sell,DaysN,BuyDays%,SellDays%
"CE_(3,8]",Ceres,"(3,8]",330,290,620,0.53,0.47
CE_3,Ceres,3,357,345,702,0.51,0.49
"CE_[0,2]",Ceres,"[0,2]",573,537,1110,0.52,0.48
"CH_(3,4]",Chiron,"(3,4]",305,245,550,0.55,0.45
"CH_(4,5]",Chiron,"(4,5]",271,243,514,0.53,0.47
"CH_(5,11]",Chiron,"(5,11]",296,267,563,0.53,0.47
"CH_[0,3]",Chiron,"[0,3]",388,417,805,0.48,0.52
"JN_(1,2]",Juno,"(1,2]",421,385,806,0.52,0.48
"JN_(2,3]",Juno,"(2,3]",341,328,669,0.51,0.49
"JN_(3,7]",Juno,"(3,7]",191,186,377,0.51,0.49
"JN_[0,1]",Juno,"[0,1]",307,273,580,0.53,0.47
"JU_(2,3]",Jupiter,"(2,3]",361,343,704,0.51,0.49
"JU_(3,4]",Jupiter,"(3,4]",290,246,536,0.54,0.46
"JU_(4,8]",Jupiter,"(4,8]",157,150,307,0.51,0.49
"JU_[0,2]",Jupiter,"[0,2]",452,433,885,0.51,0.49
"MA_(2,5]",Mars,"(2,5]",266,240,506,0.53,0.47
MA_2,Mars,2,443,408,851,0.52,0.48
"MA_[0,1]",Mars,"[0,1]",551,524,1075,0.51,0.49
"ME_(1,3]",Mercury,"(1,3]",159,129,288,0.55,0.45
ME_0,Mercury,0,343,327,670,0.51,0.49
ME_1,Mercury,1,758,716,1474,0.51,0.49
"NE_(4,5]",Neptune,"(4,5]",254,205,459,0.55,0.45
"NE_(5,6]",Neptune,"(5,6]",189,187,376,0.5,0.5
"NE_(6,13]",Neptune,"(6,13]",249,269,518,0.48,0.52
"NE_[0,4]",Neptune,"[0,4]",568,511,1079,0.53,0.47
"NN_(2,3]",NNode,"(2,3]",345,303,648,0.53,0.47
"NN_(3,4]",NNode,"(3,4]",274,269,543,0.5,0.5
"NN_(4,9]",NNode,"(4,9]",281,272,553,0.51,0.49
"NN_[0,2]",NNode,"[0,2]",360,328,688,0.52,0.48
"PA_(2,3]",Pallas,"(2,3]",361,346,707,0.51,0.49
"PA_(3,4]",Pallas,"(3,4]",284,246,530,0.54,0.46
"PA_(4,8]",Pallas,"(4,8]",150,164,314,0.48,0.52
"PA_[0,2]",Pallas,"[0,2]",465,416,881,0.53,0.47
"PH_(3,5]",Pholus,"(3,5]",499,462,961,0.52,0.48
"PH_(5,6]",Pholus,"(5,6]",189,160,349,0.54,0.46
"PH_(6,13]",Pholus,"(6,13]",198,189,387,0.51,0.49
"PH_[0,3]",Pholus,"[0,3]",374,361,735,0.51,0.49
"PL_(4,5]",Pluto,"(4,5]",275,243,518,0.53,0.47
"PL_(5,6]",Pluto,"(5,6]",219,173,392,0.56,0.44
"PL_(6,14]",Pluto,"(6,14]",227,221,448,0.51,0.49
"PL_[0,4]",Pluto,"[0,4]",539,535,1074,0.5,0.5
"SA_(3,4]",Saturn,"(3,4]",248,258,506,0.49,0.51
"SA_(4,5]",Saturn,"(4,5]",242,211,453,0.53,0.47
"SA_(5,11]",Saturn,"(5,11]",288,275,563,0.51,0.49
"SA_[0,3]",Saturn,"[0,3]",482,428,910,0.53,0.47
"SN_(3,4]",SNode,"(3,4]",330,319,649,0.51,0.49
"SN_(4,5]",SNode,"(4,5]",287,267,554,0.52,0.48
"SN_(5,10]",SNode,"(5,10]",284,259,543,0.52,0.48
"SN_[1,3]",SNode,"[1,3]",359,327,686,0.52,0.48
"SU_(1,2]",Sun,"(1,2]",409,364,773,0.53,0.47
"SU_(2,4]",Sun,"(2,4]",71,91,162,0.44,0.56
SU_1,Sun,1,592,526,1118,0.53,0.47
"SU_[0,1)",Sun,"[0,1)",188,191,379,0.5,0.5
"UR_(3,5]",Uranus,"(3,5]",490,498,988,0.5,0.5
"UR_(5,6]",Uranus,"(5,6]",218,199,417,0.52,0.48
"UR_(6,13]",Uranus,"(6,13]",285,220,505,0.56,0.44
"UR_[0,3]",Uranus,"[0,3]",267,255,522,0.51,0.49
"VE_(1,2]",Venus,"(1,2]",284,327,611,0.46,0.54
"VE_(2,3]",Venus,"(2,3]",42,35,77,0.55,0.45
VE_1,Venus,1,652,578,1230,0.53,0.47
"VE_[0,1)",Venus,"[0,1)",282,232,514,0.55,0.45
"VS_(1,2]",Vesta,"(1,2]",449,441,890,0.5,0.5
"VS_(2,3]",Vesta,"(2,3]",289,245,534,0.54,0.46
"VS_(3,6]",Vesta,"(3,6]",106,109,215,0.49,0.51
"VS_[0,1]",Vesta,"[0,1]",416,377,793,0.52,0.48
