PlanetSpeedPhase,Planet,SpeedPhase,Buy,Sell,DaysN,BuyDays%,SellDays%
CE_DIR,Ceres,Direct,965,954,1919,0.5,0.5
CE_RET,Ceres,Retrograde,271,218,489,0.55,0.45
CE_STA,Ceres,Stationary,52,29,81,0.64,0.36
CH_DIR,Chiron,Direct,746,659,1405,0.53,0.47
CH_RET,Chiron,Retrograde,472,460,932,0.51,0.49
CH_STA,Chiron,Stationary,70,82,152,0.46,0.54
JN_DIR,Juno,Direct,936,870,1806,0.52,0.48
JN_RET,Juno,Retrograde,293,284,577,0.51,0.49
JN_STA,Juno,Stationary,59,47,106,0.56,0.44
JU_DIR,Jupiter,Direct,836,790,1626,0.51,0.49
JU_RET,Jupiter,Retrograde,392,348,740,0.53,0.47
JU_STA,Jupiter,Stationary,60,63,123,0.49,0.51
MA_DIR,Mars,Direct,1157,1086,2243,0.52,0.48
MA_RET,Mars,Retrograde,101,94,195,0.52,0.48
MA_STA,Mars,Stationary,30,21,51,0.59,0.41
ME_DIR,Mercury,Direct,1013,911,1924,0.53,0.47
ME_RET,Mercury,Retrograde,237,249,486,0.49,0.51
ME_STA,Mercury,Stationary,38,41,79,0.48,0.52
MO_DIR,Moon,Direct,1288,1201,2489,0.52,0.48
NE_DIR,Neptune,Direct,697,636,1333,0.52,0.48
NE_RET,Neptune,Retrograde,462,442,904,0.51,0.49
NE_STA,Neptune,Stationary,129,123,252,0.51,0.49
NN_DIR,NNode,Direct,1288,1201,2489,0.52,0.48
PA_DIR,Pallas,Direct,949,926,1875,0.51,0.49
PA_RET,Pallas,Retrograde,293,235,528,0.55,0.45
PA_STA,Pallas,Stationary,46,40,86,0.53,0.47
PH_DIR,Pholus,Direct,651,632,1283,0.51,0.49
PH_RET,Pholus,Retrograde,523,473,996,0.53,0.47
PH_STA,Pholus,Stationary,114,96,210,0.54,0.46
PL_DIR,Pluto,Direct,674,626,1300,0.52,0.48
PL_RET,Pluto,Retrograde,481,434,915,0.53,0.47
PL_STA,Pluto,Stationary,133,141,274,0.49,0.51
SA_DIR,Saturn,Direct,752,716,1468,0.51,0.49
SA_RET,Saturn,Retrograde,449,413,862,0.52,0.48
SA_STA,Saturn,Stationary,87,72,159,0.55,0.45
SN_DIR,SNode,Direct,1288,1201,2489,0.52,0.48
SU_DIR,Sun,Direct,1288,1201,2489,0.52,0.48
UR_DIR,Uranus,Direct,741,667,1408,0.53,0.47
UR_RET,Uranus,Retrograde,461,467,928,0.5,0.5
UR_STA,Uranus,Stationary,86,67,153,0.56,0.44
VE_DIR,Venus,Direct,1180,1097,2277,0.52,0.48
VE_RET,Venus,Retrograde,87,83,170,0.51,0.49
VE_STA,Venus,Stationary,21,21,42,0.5,0.5
VS_DIR,Vesta,Direct,1023,930,1953,0.52,0.48
VS_RET,Vesta,Retrograde,227,230,457,0.5,0.5
VS_STA,Vesta,Stationary,38,41,79,0.48,0.52
