PlanetAspectsCount,Planet,CountRange,Buy,Sell,DaysN,BuyDays%,SellDays%
"CE_(4,5]",Ceres,"(4,5]",237,247,484,0.49,0.51
"CE_(5,7]",Ceres,"(5,7]",484,407,891,0.54,0.46
"CE_(7,13]",Ceres,"(7,13]",272,237,509,0.53,0.47
"CE_[0,4]",Ceres,"[0,4]",369,371,740,0.5,0.5
"CH_(4,5]",Chiron,"(4,5]",279,240,519,0.54,0.46
"CH_(5,7]",Chiron,"(5,7]",506,444,950,0.53,0.47
"CH_(7,13]",Chiron,"(7,13]",240,223,463,0.52,0.48
"CH_[0,4]",Chiron,"[0,4]",337,355,692,0.49,0.51
"JN_(4,5]",Juno,"(4,5]",292,251,543,0.54,0.46
"JN_(5,7]",Juno,"(5,7]",447,416,863,0.52,0.48
"JN_(7,14]",Juno,"(7,14]",159,176,335,0.47,0.53
"JN_[0,4]",Juno,"[0,4]",464,419,883,0.53,0.47
"JU_(4,5]",Jupiter,"(4,5]",272,270,542,0.5,0.5
"JU_(5,7]",Jupiter,"(5,7]",412,330,742,0.56,0.44
"JU_(7,12]",Jupiter,"(7,12]",158,160,318,0.5,0.5
"JU_[0,4]",Jupiter,"[0,4]",520,502,1022,0.51,0.49
"MA_(4,5]",Mars,"(4,5]",273,245,518,0.53,0.47
"MA_(5,7]",Mars,"(5,7]",417,384,801,0.52,0.48
"MA_(7,13]",Mars,"(7,13]",210,190,400,0.52,0.48
"MA_[0,4]",Mars,"[0,4]",462,443,905,0.51,0.49
"ME_(4,5]",Mercury,"(4,5]",269,252,521,0.52,0.48
"ME_(5,7]",Mercury,"(5,7]",430,355,785,0.55,0.45
"ME_(7,14]",Mercury,"(7,14]",141,156,297,0.47,0.53
"ME_[0,4]",Mercury,"[0,4]",522,499,1021,0.51,0.49
"MO_(13,15]",Moon,"(13,15]",409,385,794,0.52,0.48
"MO_(15,17]",Moon,"(15,17]",343,303,646,0.53,0.47
"MO_(17,27]",Moon,"(17,27]",218,198,416,0.52,0.48
"MO_[5,13]",Moon,"[5,13]",392,376,768,0.51,0.49
"NE_(4,5]",Neptune,"(4,5]",273,225,498,0.55,0.45
"NE_(5,6]",Neptune,"(5,6]",208,199,407,0.51,0.49
"NE_(6,13]",Neptune,"(6,13]",266,282,548,0.49,0.51
"NE_[0,4]",Neptune,"[0,4]",615,556,1171,0.53,0.47
"NN_(5,6]",NNode,"(5,6]",288,249,537,0.54,0.46
"NN_(6,7]",NNode,"(6,7]",233,213,446,0.52,0.48
"NN_(7,13]",NNode,"(7,13]",262,295,557,0.47,0.53
"NN_[1,5]",NNode,"[1,5]",579,505,1084,0.53,0.47
"PA_(4,5]",Pallas,"(4,5]",252,249,501,0.5,0.5
"PA_(5,7]",Pallas,"(5,7]",422,390,812,0.52,0.48
"PA_(7,13]",Pallas,"(7,13]",168,173,341,0.49,0.51
"PA_[0,4]",Pallas,"[0,4]",520,450,970,0.54,0.46
"PH_(4,5]",Pholus,"(4,5]",265,270,535,0.5,0.5
"PH_(5,6]",Pholus,"(5,6]",239,203,442,0.54,0.46
"PH_(6,13]",Pholus,"(6,13]",258,239,497,0.52,0.48
"PH_[0,4]",Pholus,"[0,4]",600,550,1150,0.52,0.48
"PL_(4,5]",Pluto,"(4,5]",295,264,559,0.53,0.47
"PL_(5,6]",Pluto,"(5,6]",240,194,434,0.55,0.45
"PL_(6,14]",Pluto,"(6,14]",258,242,500,0.52,0.48
"PL_[0,4]",Pluto,"[0,4]",569,562,1131,0.5,0.5
"SA_(4,5]",Saturn,"(4,5]",248,221,469,0.53,0.47
"SA_(5,7]",Saturn,"(5,7]",439,409,848,0.52,0.48
"SA_(7,14]",Saturn,"(7,14]",205,180,385,0.53,0.47
"SA_[0,4]",Saturn,"[0,4]",470,452,922,0.51,0.49
"SN_(5,6]",SNode,"(5,6]",297,263,560,0.53,0.47
"SN_(6,7]",SNode,"(6,7]",237,198,435,0.54,0.46
"SN_(7,13]",SNode,"(7,13]",275,303,578,0.48,0.52
"SN_[1,5]",SNode,"[1,5]",553,498,1051,0.53,0.47
"SU_(4,5]",Sun,"(4,5]",326,280,606,0.54,0.46
"SU_(5,7]",Sun,"(5,7]",399,400,799,0.5,0.5
"SU_(7,14]",Sun,"(7,14]",174,165,339,0.51,0.49
"SU_[0,4]",Sun,"[0,4]",463,417,880,0.53,0.47
"UR_(4,5]",Uranus,"(4,5]",229,232,461,0.5,0.5
"UR_(5,7]",Uranus,"(5,7]",478,406,884,0.54,0.46
"UR_(7,15]",Uranus,"(7,15]",309,275,584,0.53,0.47
"UR_[0,4]",Uranus,"[0,4]",346,349,695,0.5,0.5
"VE_(4,5]",Venus,"(4,5]",267,256,523,0.51,0.49
"VE_(5,7]",Venus,"(5,7]",418,397,815,0.51,0.49
"VE_(7,14]",Venus,"(7,14]",236,214,450,0.52,0.48
"VE_[0,4]",Venus,"[0,4]",441,395,836,0.53,0.47
"VS_(4,5]",Vesta,"(4,5]",256,228,484,0.53,0.47
"VS_(5,7]",Vesta,"(5,7]",450,401,851,0.53,0.47
"VS_(7,13]",Vesta,"(7,13]",197,204,401,0.49,0.51
"VS_[0,4]",Vesta,"[0,4]",459,429,888,0.52,0.48
