PlanetsAspect,vars,n,mean,sd,median,trimmed,mad,min,max,range,skew,kurtosis,se
JUUR_a120,1,86,-0.001,0.078,-0.004,-0.003,0.027,-0.382,0.519,0.901,2.093,26.989,0.008
MANE_a90,1,45,0.008,0.086,-0.007,-0.003,0.034,-0.086,0.519,0.605,4.615,24.941,0.013
MAPL_a36,1,50,0.002,0.033,0.001,0.003,0.03,-0.086,0.066,0.152,-0.411,0.116,0.005
MEVE_a36,1,147,0.009,0.073,-0.003,-0.001,0.033,-0.086,0.519,0.605,3.924,21.3,0.006
MOME_a72,1,161,0.004,0.045,0,0.003,0.029,-0.108,0.259,0.367,1.221,6.5,0.004
MOPL_a150,1,167,-0.001,0.042,-0.003,-0.002,0.031,-0.115,0.13,0.245,0.492,1.191,0.003
MOSU_a45,1,160,0.006,0.09,0,0,0.035,-0.175,0.973,1.148,7.641,79.281,0.007
MOVE_a36,1,163,0.005,0.044,0,0.004,0.033,-0.117,0.307,0.424,1.873,12.877,0.003
SAUR_a144,1,53,-0.008,0.097,-0.007,-0.012,0.026,-0.382,0.519,0.901,1.962,17.868,0.013
SUJU_a45,1,63,0.006,0.078,-0.002,-0.001,0.023,-0.175,0.519,0.694,4.443,27.794,0.01
SUPL_a103,1,56,-0.006,0.026,-0.004,-0.005,0.018,-0.086,0.068,0.154,-0.248,1.915,0.004
VESA_a60,1,61,0.001,0.036,-0.001,0.002,0.029,-0.097,0.08,0.177,-0.371,0.332,0.005
MOJU_a0,1,88,0,0.044,-0.004,-0.001,0.03,-0.117,0.18,0.297,0.746,2.651,0.005
VEJU_a36,1,78,-0.003,0.046,0,-0.002,0.036,-0.119,0.135,0.254,-0.274,0.549,0.005
MOUR_a120,1,170,-0.002,0.037,-0.002,-0.001,0.027,-0.216,0.082,0.297,-1.168,6.108,0.003
MOPL_a144,1,169,-0.003,0.037,-0.004,-0.004,0.029,-0.102,0.13,0.232,0.3,0.831,0.003
MOVE_a30,1,163,0.009,0.045,0.002,0.006,0.025,-0.117,0.307,0.424,2.354,12.892,0.004
MOSA_a90,1,173,0.003,0.043,0.001,0.002,0.025,-0.191,0.194,0.385,0.352,5.948,0.003
MOMA_a103,1,166,-0.006,0.037,-0.003,-0.004,0.025,-0.175,0.095,0.27,-0.765,3,0.003
MOSU_a36,1,165,0.006,0.051,0,0.003,0.03,-0.105,0.274,0.379,1.773,7.658,0.004
MEJU_a72,1,86,0.005,0.079,0.001,0.005,0.029,-0.382,0.519,0.901,1.818,25.478,0.008
MOME_a60,1,165,0.004,0.049,0,0.002,0.026,-0.175,0.188,0.363,0.524,3.228,0.004
MOPL_a135,1,168,-0.001,0.044,-0.003,-0.003,0.025,-0.126,0.217,0.343,1.074,5.11,0.003
MOSU_a30,1,165,0.003,0.045,-0.002,0,0.031,-0.128,0.274,0.402,1.53,7.745,0.004
MOUR_a135,1,173,0.004,0.047,0,0.001,0.021,-0.126,0.295,0.422,2.11,10.528,0.004
MOMA_a90,1,165,-0.001,0.054,0.002,0.001,0.026,-0.48,0.168,0.647,-3.948,35.139,0.004
MONE_a180,1,85,0.006,0.058,-0.001,-0.001,0.025,-0.126,0.295,0.422,2.345,8.824,0.006
MOSA_a72,1,173,-0.002,0.043,-0.002,-0.001,0.03,-0.219,0.166,0.385,-0.462,5.324,0.003
