PlanetZodSign,Planet,ZodSign,Buy,Sell,DaysN,BuyDays%,SellDays%
CE_AQU,Ceres,Aquarius,158,179,337,0.47,0.53
CE_ARI,Ceres,Aries,114,94,208,0.55,0.45
CE_CAN,Ceres,Cancer,48,28,76,0.63,0.37
CE_CAP,Ceres,Capricorn,108,138,246,0.44,0.56
CE_GEM,Ceres,Gemini,39,33,72,0.54,0.46
CE_LEO,Ceres,Leo,132,145,277,0.48,0.52
CE_LIB,Ceres,Libra,32,34,66,0.48,0.52
CE_PIS,Ceres,Pisces,167,154,321,0.52,0.48
CE_SAG,Ceres,Sagittarius,174,194,368,0.47,0.53
CE_SCO,Ceres,Scorpio,42,71,113,0.37,0.63
CE_TAU,Ceres,Taurus,90,82,172,0.52,0.48
CE_VIR,Ceres,Virgo,28,42,70,0.4,0.6
CH_ARI,Chiron,Aries,414,460,874,0.47,0.53
CH_PIS,Chiron,Pisces,718,734,1452,0.49,0.51
JN_AQU,Juno,Aquarius,33,36,69,0.48,0.52
JN_ARI,Juno,Aries,23,41,64,0.36,0.64
JN_CAN,Juno,Cancer,42,38,80,0.52,0.48
JN_CAP,Juno,Capricorn,180,136,316,0.57,0.43
JN_GEM,Juno,Gemini,51,42,93,0.55,0.45
JN_LEO,Juno,Leo,140,189,329,0.43,0.57
JN_LIB,Juno,Libra,206,229,435,0.47,0.53
JN_PIS,Juno,Pisces,32,32,64,0.5,0.5
JN_SAG,Juno,Sagittarius,75,62,137,0.55,0.45
JN_SCO,Juno,Scorpio,204,183,387,0.53,0.47
JN_TAU,Juno,Taurus,84,116,200,0.42,0.58
JN_VIR,Juno,Virgo,62,90,152,0.41,0.59
JU_AQU,Jupiter,Aquarius,21,26,47,0.45,0.55
JU_CAP,Jupiter,Capricorn,191,188,379,0.5,0.5
JU_LEO,Jupiter,Leo,141,185,326,0.43,0.57
JU_LIB,Jupiter,Libra,218,178,396,0.55,0.45
JU_SAG,Jupiter,Sagittarius,178,211,389,0.46,0.54
JU_SCO,Jupiter,Scorpio,187,207,394,0.47,0.53
JU_VIR,Jupiter,Virgo,196,199,395,0.5,0.5
MA_AQU,Mars,Aquarius,116,160,276,0.42,0.58
MA_ARI,Mars,Aries,167,146,313,0.53,0.47
MA_CAN,Mars,Cancer,73,64,137,0.53,0.47
MA_CAP,Mars,Capricorn,99,115,214,0.46,0.54
MA_GEM,Mars,Gemini,72,61,133,0.54,0.46
MA_LEO,Mars,Leo,64,79,143,0.45,0.55
MA_LIB,Mars,Libra,81,65,146,0.55,0.45
MA_PIS,Mars,Pisces,86,85,171,0.5,0.5
MA_SAG,Mars,Sagittarius,132,137,269,0.49,0.51
MA_SCO,Mars,Scorpio,110,113,223,0.49,0.51
MA_TAU,Mars,Taurus,73,86,159,0.46,0.54
MA_VIR,Mars,Virgo,59,83,142,0.42,0.58
ME_AQU,Mercury,Aquarius,105,99,204,0.51,0.49
ME_ARI,Mercury,Aries,83,92,175,0.47,0.53
ME_CAN,Mercury,Cancer,94,80,174,0.54,0.46
ME_CAP,Mercury,Capricorn,115,98,213,0.54,0.46
ME_GEM,Mercury,Gemini,72,73,145,0.5,0.5
ME_LEO,Mercury,Leo,82,105,187,0.44,0.56
ME_LIB,Mercury,Libra,78,132,210,0.37,0.63
ME_PIS,Mercury,Pisces,106,82,188,0.56,0.44
ME_SAG,Mercury,Sagittarius,115,113,228,0.5,0.5
ME_SCO,Mercury,Scorpio,107,131,238,0.45,0.55
ME_TAU,Mercury,Taurus,76,95,171,0.44,0.56
ME_VIR,Mercury,Virgo,99,94,193,0.51,0.49
MO_AQU,Moon,Aquarius,100,97,197,0.51,0.49
MO_ARI,Moon,Aries,96,98,194,0.49,0.51
MO_CAN,Moon,Cancer,90,97,187,0.48,0.52
MO_CAP,Moon,Capricorn,111,92,203,0.55,0.45
MO_GEM,Moon,Gemini,72,111,183,0.39,0.61
MO_LEO,Moon,Leo,94,94,188,0.5,0.5
MO_LIB,Moon,Libra,98,101,199,0.49,0.51
MO_PIS,Moon,Pisces,89,107,196,0.45,0.55
MO_SAG,Moon,Sagittarius,88,108,196,0.45,0.55
MO_SCO,Moon,Scorpio,95,105,200,0.48,0.52
MO_TAU,Moon,Taurus,96,93,189,0.51,0.49
MO_VIR,Moon,Virgo,103,91,194,0.53,0.47
NE_PIS,Neptune,Pisces,1132,1194,2326,0.49,0.51
NN_CAN,NNode,Cancer,267,299,566,0.47,0.53
NN_GEM,NNode,Gemini,122,120,242,0.5,0.5
NN_LEO,NNode,Leo,281,285,566,0.5,0.5
NN_LIB,NNode,Libra,161,224,385,0.42,0.58
NN_VIR,NNode,Virgo,301,266,567,0.53,0.47
PA_AQU,Pallas,Aquarius,155,169,324,0.48,0.52
PA_ARI,Pallas,Aries,84,70,154,0.55,0.45
PA_CAN,Pallas,Cancer,18,33,51,0.35,0.65
PA_CAP,Pallas,Capricorn,195,196,391,0.5,0.5
PA_GEM,Pallas,Gemini,28,24,52,0.54,0.46
PA_LEO,Pallas,Leo,21,34,55,0.38,0.62
PA_LIB,Pallas,Libra,152,172,324,0.47,0.53
PA_PIS,Pallas,Pisces,124,77,201,0.62,0.38
PA_SAG,Pallas,Sagittarius,157,201,358,0.44,0.56
PA_SCO,Pallas,Scorpio,59,84,143,0.41,0.59
PA_TAU,Pallas,Taurus,109,102,211,0.52,0.48
PA_VIR,Pallas,Virgo,30,32,62,0.48,0.52
PH_CAP,Pholus,Capricorn,414,429,843,0.49,0.51
PH_SAG,Pholus,Sagittarius,718,765,1483,0.48,0.52
PL_CAP,Pluto,Capricorn,1132,1194,2326,0.49,0.51
SA_AQU,Saturn,Aquarius,73,76,149,0.49,0.51
SA_CAP,Saturn,Capricorn,459,530,989,0.46,0.54
SA_SAG,Saturn,Sagittarius,525,472,997,0.53,0.47
SA_SCO,Saturn,Scorpio,75,116,191,0.39,0.61
SN_AQU,SNode,Aquarius,281,285,566,0.5,0.5
SN_ARI,SNode,Aries,162,224,386,0.42,0.58
SN_CAP,SNode,Capricorn,267,299,566,0.47,0.53
SN_PIS,SNode,Pisces,300,266,566,0.53,0.47
SN_SAG,SNode,Sagittarius,122,120,242,0.5,0.5
SU_AQU,Sun,Aquarius,102,91,193,0.53,0.47
SU_ARI,Sun,Aries,82,100,182,0.45,0.55
SU_CAN,Sun,Cancer,98,92,190,0.52,0.48
SU_CAP,Sun,Capricorn,101,105,206,0.49,0.51
SU_GEM,Sun,Gemini,93,94,187,0.5,0.5
SU_LEO,Sun,Leo,85,102,187,0.45,0.55
SU_LIB,Sun,Libra,86,122,208,0.41,0.59
SU_PIS,Sun,Pisces,97,83,180,0.54,0.46
SU_SAG,Sun,Sagittarius,111,96,207,0.54,0.46
SU_SCO,Sun,Scorpio,95,115,210,0.45,0.55
SU_TAU,Sun,Taurus,96,90,186,0.52,0.48
SU_VIR,Sun,Virgo,86,104,190,0.45,0.55
UR_ARI,Uranus,Aries,719,735,1454,0.49,0.51
UR_TAU,Uranus,Taurus,413,459,872,0.47,0.53
VE_AQU,Venus,Aquarius,86,64,150,0.57,0.43
VE_ARI,Venus,Aries,109,114,223,0.49,0.51
VE_CAN,Venus,Cancer,74,86,160,0.46,0.54
VE_CAP,Venus,Capricorn,74,99,173,0.43,0.57
VE_GEM,Venus,Gemini,130,121,251,0.52,0.48
VE_LEO,Venus,Leo,106,132,238,0.45,0.55
VE_LIB,Venus,Libra,89,124,213,0.42,0.58
VE_PIS,Venus,Pisces,101,78,179,0.56,0.44
VE_SAG,Venus,Sagittarius,82,90,172,0.48,0.52
VE_SCO,Venus,Scorpio,118,116,234,0.5,0.5
VE_TAU,Venus,Taurus,85,71,156,0.54,0.46
VE_VIR,Venus,Virgo,78,99,177,0.44,0.56
VS_AQU,Vesta,Aquarius,58,63,121,0.48,0.52
VS_ARI,Vesta,Aries,144,160,304,0.47,0.53
VS_CAN,Vesta,Cancer,141,127,268,0.53,0.47
VS_CAP,Vesta,Capricorn,87,115,202,0.43,0.57
VS_GEM,Vesta,Gemini,77,66,143,0.54,0.46
VS_LEO,Vesta,Leo,118,109,227,0.52,0.48
VS_LIB,Vesta,Libra,31,28,59,0.53,0.47
VS_PIS,Vesta,Pisces,80,90,170,0.47,0.53
VS_SAG,Vesta,Sagittarius,97,135,232,0.42,0.58
VS_SCO,Vesta,Scorpio,41,36,77,0.53,0.47
VS_TAU,Vesta,Taurus,165,190,355,0.46,0.54
VS_VIR,Vesta,Virgo,93,75,168,0.55,0.45
