PlanetQuality,Planet,Quality,Buy,Sell,DaysN,BuyDays%,SellDays%
CE_CAR,Ceres,Cardinal,163,162,325,0.5,0.5
CE_FIX,Ceres,Fixed,291,341,632,0.46,0.54
CE_MUT,Ceres,Mutable,468,476,944,0.5,0.5
CH_CAR,Chiron,Cardinal,777,821,1598,0.49,0.51
CH_MUT,Chiron,Mutable,145,158,303,0.48,0.52
JN_CAR,Juno,Cardinal,278,295,573,0.49,0.51
JN_FIX,Juno,Fixed,222,277,499,0.44,0.56
JN_MUT,Juno,Mutable,422,407,829,0.51,0.49
JU_CAR,Jupiter,Cardinal,299,291,590,0.51,0.49
JU_FIX,Jupiter,Fixed,334,327,661,0.51,0.49
JU_MUT,Jupiter,Mutable,289,361,650,0.44,0.56
MA_CAR,Mars,Cardinal,329,337,666,0.49,0.51
MA_FIX,Mars,Fixed,291,328,619,0.47,0.53
MA_MUT,Mars,Mutable,302,314,616,0.49,0.51
ME_CAR,Mercury,Cardinal,328,317,645,0.51,0.49
ME_FIX,Mercury,Fixed,272,351,623,0.44,0.56
ME_MUT,Mercury,Mutable,322,311,633,0.51,0.49
MO_CAR,Moon,Cardinal,312,320,632,0.49,0.51
MO_FIX,Moon,Fixed,327,310,637,0.51,0.49
MO_MUT,Moon,Mutable,283,349,632,0.45,0.55
NE_MUT,Neptune,Mutable,922,979,1901,0.49,0.51
NN_CAR,NNode,Cardinal,268,299,567,0.47,0.53
NN_FIX,NNode,Fixed,359,409,768,0.47,0.53
NN_MUT,NNode,Mutable,295,271,566,0.52,0.48
PA_CAR,Pallas,Cardinal,442,475,917,0.48,0.52
PA_FIX,Pallas,Fixed,176,216,392,0.45,0.55
PA_MUT,Pallas,Mutable,304,288,592,0.51,0.49
PH_CAR,Pholus,Cardinal,777,790,1567,0.5,0.5
PH_MUT,Pholus,Mutable,145,189,334,0.43,0.57
PL_CAR,Pluto,Cardinal,922,979,1901,0.49,0.51
SA_CAR,Saturn,Cardinal,459,533,992,0.46,0.54
SA_FIX,Saturn,Fixed,436,434,870,0.5,0.5
SA_MUT,Saturn,Mutable,27,12,39,0.69,0.31
SN_CAR,SNode,Cardinal,268,299,567,0.47,0.53
SN_FIX,SNode,Fixed,359,409,768,0.47,0.53
SN_MUT,SNode,Mutable,295,271,566,0.52,0.48
SU_CAR,Sun,Cardinal,319,320,639,0.5,0.5
SU_FIX,Sun,Fixed,297,328,625,0.48,0.52
SU_MUT,Sun,Mutable,306,331,637,0.48,0.52
UR_CAR,Uranus,Cardinal,146,159,305,0.48,0.52
UR_FIX,Uranus,Fixed,776,820,1596,0.49,0.51
VE_CAR,Venus,Cardinal,294,369,663,0.44,0.56
VE_FIX,Venus,Fixed,309,300,609,0.51,0.49
VE_MUT,Venus,Mutable,319,310,629,0.51,0.49
VS_CAR,Vesta,Cardinal,197,211,408,0.48,0.52
VS_FIX,Vesta,Fixed,328,375,703,0.47,0.53
VS_MUT,Vesta,Mutable,397,393,790,0.5,0.5
