PlanetsAspect,buy,sell,daysN,BuyDays%,SellDays%
MONE_a103,47,50,97,0.48,0.52
MONE_a120,52,46,98,0.53,0.47
MONE_a135,46,51,97,0.47,0.53
MONE_a144,45,52,97,0.46,0.54
MONE_a150,51,46,97,0.53,0.47
MONE_a180,24,24,48,0.5,0.5
MONE_a30,42,59,101,0.42,0.58
MONE_a36,53,48,101,0.52,0.48
MONE_a45,45,55,100,0.45,0.55
MONE_a60,57,44,101,0.56,0.44
MONE_a72,46,56,102,0.45,0.55
MONE_a90,55,42,97,0.57,0.43
MOPL_a0,28,21,49,0.57,0.43
MOPL_a103,48,50,98,0.49,0.51
MOPL_a120,49,46,95,0.52,0.48
MOPL_a135,43,50,93,0.46,0.54
MOPL_a144,49,47,96,0.51,0.49
MOPL_a150,53,41,94,0.56,0.44
MOPL_a180,28,20,48,0.58,0.42
MOPL_a30,48,53,101,0.48,0.52
MOPL_a36,58,42,100,0.58,0.42
MOPL_a45,50,51,101,0.5,0.5
MOPL_a60,46,53,99,0.46,0.54
MOPL_a72,43,56,99,0.43,0.57
MOPL_a90,46,54,100,0.46,0.54
MOSA_a0,27,22,49,0.55,0.45
MOSA_a103,47,49,96,0.49,0.51
MOSA_a120,45,51,96,0.47,0.53
MOSA_a135,49,47,96,0.51,0.49
MOSA_a144,44,52,96,0.46,0.54
MOSA_a150,52,45,97,0.54,0.46
MOSA_a180,28,20,48,0.58,0.42
MOSA_a30,48,52,100,0.48,0.52
MOSA_a36,49,51,100,0.49,0.51
MOSA_a45,46,52,98,0.47,0.53
MOSA_a60,45,56,101,0.45,0.55
MOSA_a72,45,55,100,0.45,0.55
MOSA_a90,54,45,99,0.55,0.45
MOSU_a0,22,23,45,0.49,0.51
MOSU_a103,53,38,91,0.58,0.42
MOSU_a120,48,47,95,0.51,0.49
MOSU_a135,49,44,93,0.53,0.47
MOSU_a144,40,52,92,0.43,0.57
MOSU_a150,44,50,94,0.47,0.53
MOSU_a180,22,23,45,0.49,0.51
MOSU_a30,42,53,95,0.44,0.56
MOSU_a36,42,52,94,0.45,0.55
MOSU_a45,40,52,92,0.43,0.57
MOSU_a60,49,47,96,0.51,0.49
MOSU_a72,48,46,94,0.51,0.49
MOSU_a90,42,51,93,0.45,0.55
MOUR_a0,22,29,51,0.43,0.57
MOUR_a103,55,42,97,0.57,0.43
MOUR_a120,41,56,97,0.42,0.58
MOUR_a135,49,49,98,0.5,0.5
MOUR_a144,48,50,98,0.49,0.51
MOUR_a150,48,51,99,0.48,0.52
MOUR_a180,23,27,50,0.46,0.54
MOUR_a30,47,52,99,0.47,0.53
MOUR_a36,50,49,99,0.51,0.49
MOUR_a45,56,46,102,0.55,0.45
MOUR_a60,60,39,99,0.61,0.39
MOUR_a72,53,45,98,0.54,0.46
MOUR_a90,47,50,97,0.48,0.52
MOVE_a0,22,22,44,0.5,0.5
MOVE_a103,48,42,90,0.53,0.47
MOVE_a120,43,49,92,0.47,0.53
MOVE_a135,44,50,94,0.47,0.53
MOVE_a144,46,44,90,0.51,0.49
MOVE_a150,48,45,93,0.52,0.48
MOVE_a180,28,19,47,0.6,0.4
MOVE_a30,44,49,93,0.47,0.53
MOVE_a36,46,49,95,0.48,0.52
MOVE_a45,44,47,91,0.48,0.52
MOVE_a60,49,43,92,0.53,0.47
MOVE_a72,54,40,94,0.57,0.43
MOVE_a90,49,45,94,0.52,0.48
SANE_a45,15,7,22,0.68,0.32
SANE_a60,81,88,169,0.48,0.52
SANE_a72,88,75,163,0.54,0.46
SAPL_a0,29,19,48,0.6,0.4
SAUR_a103,142,147,289,0.49,0.51
SAUR_a120,53,60,113,0.47,0.53
SUJU_a0,9,7,16,0.56,0.44
SUJU_a103,18,16,34,0.53,0.47
SUJU_a120,15,14,29,0.52,0.48
SUJU_a135,11,14,25,0.44,0.56
SUJU_a144,8,18,26,0.31,0.69
SUJU_a150,13,11,24,0.54,0.46
SUJU_a180,4,8,12,0.33,0.67
SUJU_a30,23,15,38,0.61,0.39
SUJU_a36,24,13,37,0.65,0.35
SUJU_a45,21,15,36,0.58,0.42
SUJU_a60,24,12,36,0.67,0.33
SUJU_a72,16,19,35,0.46,0.54
SUJU_a90,15,17,32,0.47,0.53
SUMA_a0,15,12,27,0.56,0.44
SUMA_a103,23,12,35,0.66,0.34
SUMA_a120,13,12,25,0.52,0.48
SUMA_a135,8,11,19,0.42,0.58
SUMA_a144,6,11,17,0.35,0.65
SUMA_a150,6,10,16,0.38,0.62
SUMA_a180,2,6,8,0.25,0.75
SUMA_a30,12,25,37,0.32,0.68
SUMA_a36,17,18,35,0.49,0.51
SUMA_a45,22,12,34,0.65,0.35
SUMA_a60,16,19,35,0.46,0.54
SUMA_a72,20,16,36,0.56,0.44
SUMA_a90,17,17,34,0.5,0.5
SUNE_a0,8,6,14,0.57,0.43
SUNE_a103,15,20,35,0.43,0.57
SUNE_a120,16,17,33,0.48,0.52
SUNE_a135,20,16,36,0.56,0.44
SUNE_a144,16,20,36,0.44,0.56
SUNE_a150,18,16,34,0.53,0.47
SUNE_a180,6,10,16,0.38,0.62
SUNE_a30,11,15,26,0.42,0.58
SUNE_a36,13,15,28,0.46,0.54
SUNE_a45,14,14,28,0.5,0.5
SUNE_a60,18,13,31,0.58,0.42
SUNE_a72,11,20,31,0.35,0.65
SUNE_a90,13,22,35,0.37,0.63
SUPL_a0,12,8,20,0.6,0.4
SUPL_a103,18,12,30,0.6,0.4
SUPL_a120,12,19,31,0.39,0.61
SUPL_a135,15,18,33,0.45,0.55
SUPL_a144,19,14,33,0.58,0.42
SUPL_a150,12,22,34,0.35,0.65
SUPL_a180,7,11,18,0.39,0.61
SUPL_a30,16,12,28,0.57,0.43
SUPL_a36,15,13,28,0.54,0.46
SUPL_a45,14,15,29,0.48,0.52
SUPL_a60,13,19,32,0.41,0.59
SUPL_a72,15,16,31,0.48,0.52
SUPL_a90,16,16,32,0.5,0.5
SUSA_a0,8,6,14,0.57,0.43
SUSA_a103,12,19,31,0.39,0.61
SUSA_a120,17,14,31,0.55,0.45
SUSA_a135,10,20,30,0.33,0.67
SUSA_a144,8,22,30,0.27,0.73
SUSA_a150,13,17,30,0.43,0.57
SUSA_a180,8,10,18,0.44,0.56
SUSA_a30,11,20,31,0.35,0.65
SUSA_a36,15,17,32,0.47,0.53
SUSA_a45,15,17,32,0.47,0.53
SUSA_a60,18,15,33,0.55,0.45
SUSA_a72,22,10,32,0.69,0.31
SUSA_a90,13,19,32,0.41,0.59
SUUR_a0,10,4,14,0.71,0.29
SUUR_a103,25,10,35,0.71,0.29
SUUR_a120,13,21,34,0.38,0.62
SUUR_a135,12,22,34,0.35,0.65
SUUR_a144,16,17,33,0.48,0.52
SUUR_a150,13,21,34,0.38,0.62
SUUR_a180,6,10,16,0.38,0.62
SUUR_a30,13,15,28,0.46,0.54
SUUR_a36,12,15,27,0.44,0.56
SUUR_a45,13,14,27,0.48,0.52
SUUR_a60,16,18,34,0.47,0.53
SUUR_a72,17,16,33,0.52,0.48
SUUR_a90,13,18,31,0.42,0.58
URNE_a45,367,378,745,0.49,0.51
URPL_a103,232,225,457,0.51,0.49
VEJU_a0,4,10,14,0.29,0.71
VEJU_a103,19,9,28,0.68,0.32
VEJU_a120,11,15,26,0.42,0.58
VEJU_a135,19,26,45,0.42,0.58
VEJU_a144,27,25,52,0.52,0.48
VEJU_a150,8,18,26,0.31,0.69
VEJU_a180,4,6,10,0.4,0.6
VEJU_a30,21,21,42,0.5,0.5
VEJU_a36,28,30,58,0.48,0.52
VEJU_a45,21,11,32,0.66,0.34
VEJU_a60,18,11,29,0.62,0.38
VEJU_a72,17,10,27,0.63,0.37
VEJU_a90,15,14,29,0.52,0.48
VEMA_a0,5,9,14,0.36,0.64
VEMA_a103,16,24,40,0.4,0.6
VEMA_a120,30,26,56,0.54,0.46
VEMA_a135,9,8,17,0.53,0.47
VEMA_a144,5,11,16,0.31,0.69
VEMA_a150,5,10,15,0.33,0.67
VEMA_a180,3,4,7,0.43,0.57
VEMA_a30,16,13,29,0.55,0.45
VEMA_a36,17,11,28,0.61,0.39
VEMA_a45,17,13,30,0.57,0.43
VEMA_a60,16,21,37,0.43,0.57
VEMA_a72,16,18,34,0.47,0.53
VEMA_a90,17,29,46,0.37,0.63
VENE_a0,4,8,12,0.33,0.67
VENE_a103,13,18,31,0.42,0.58
VENE_a120,23,8,31,0.74,0.26
VENE_a135,28,20,48,0.58,0.42
VENE_a144,15,16,31,0.48,0.52
VENE_a150,13,17,30,0.43,0.57
VENE_a180,8,6,14,0.57,0.43
VENE_a30,10,10,20,0.5,0.5
VENE_a36,13,9,22,0.59,0.41
VENE_a45,13,14,27,0.48,0.52
VENE_a60,15,13,28,0.54,0.46
VENE_a72,22,10,32,0.69,0.31
VENE_a90,20,36,56,0.36,0.64
VEPL_a0,6,5,11,0.55,0.45
VEPL_a103,13,16,29,0.45,0.55
VEPL_a120,16,15,31,0.52,0.48
VEPL_a135,27,22,49,0.55,0.45
VEPL_a144,20,32,52,0.38,0.62
VEPL_a150,12,16,28,0.43,0.57
VEPL_a180,4,10,14,0.29,0.71
VEPL_a30,14,14,28,0.5,0.5
VEPL_a36,16,12,28,0.57,0.43
VEPL_a45,14,10,24,0.58,0.42
VEPL_a60,13,11,24,0.54,0.46
VEPL_a72,22,21,43,0.51,0.49
VEPL_a90,15,14,29,0.52,0.48
VESA_a0,8,3,11,0.73,0.27
VESA_a103,15,10,25,0.6,0.4
VESA_a120,17,10,27,0.63,0.37
VESA_a135,34,14,48,0.71,0.29
VESA_a144,12,19,31,0.39,0.61
VESA_a150,14,16,30,0.47,0.53
VESA_a180,3,9,12,0.25,0.75
VESA_a30,12,16,28,0.43,0.57
VESA_a36,19,9,28,0.68,0.32
VESA_a45,14,14,28,0.5,0.5
VESA_a60,25,15,40,0.62,0.38
VESA_a72,16,28,44,0.36,0.64
VESA_a90,7,17,24,0.29,0.71
VESU_a0,16,22,38,0.42,0.58
VESU_a30,49,57,106,0.46,0.54
VESU_a36,62,60,122,0.51,0.49
VESU_a45,128,151,279,0.46,0.54
VEUR_a0,6,8,14,0.43,0.57
VEUR_a103,13,14,27,0.48,0.52
VEUR_a120,15,16,31,0.48,0.52
VEUR_a135,16,14,30,0.53,0.47
VEUR_a144,8,22,30,0.27,0.73
VEUR_a150,18,11,29,0.62,0.38
VEUR_a180,15,18,33,0.45,0.55
VEUR_a30,23,20,43,0.53,0.47
VEUR_a36,26,14,40,0.65,0.35
VEUR_a45,16,28,44,0.36,0.64
VEUR_a60,14,13,27,0.52,0.48
VEUR_a72,15,11,26,0.58,0.42
VEUR_a90,13,12,25,0.52,0.48
