PlanetQuality,Planet,Quality,Buy,Sell,DaysN,BuyDays%,SellDays%
CE_CAR,Ceres,Cardinal,310,362,672,0.46,0.54
CE_FIX,Ceres,Fixed,448,535,983,0.46,0.54
CE_MUT,Ceres,Mutable,479,490,969,0.49,0.51
CH_CAR,Chiron,Cardinal,561,611,1172,0.48,0.52
CH_MUT,Chiron,Mutable,676,776,1452,0.47,0.53
JN_CAR,Juno,Cardinal,446,464,910,0.49,0.51
JN_FIX,Juno,Fixed,461,524,985,0.47,0.53
JN_MUT,Juno,Mutable,330,399,729,0.45,0.55
JU_CAR,Jupiter,Cardinal,384,391,775,0.5,0.5
JU_FIX,Jupiter,Fixed,476,513,989,0.48,0.52
JU_MUT,Jupiter,Mutable,377,483,860,0.44,0.56
MA_CAR,Mars,Cardinal,420,485,905,0.46,0.54
MA_FIX,Mars,Fixed,428,479,907,0.47,0.53
MA_MUT,Mars,Mutable,389,423,812,0.48,0.52
ME_CAR,Mercury,Cardinal,416,455,871,0.48,0.52
ME_FIX,Mercury,Fixed,405,482,887,0.46,0.54
ME_MUT,Mercury,Mutable,416,450,866,0.48,0.52
MO_CAR,Moon,Cardinal,435,443,878,0.5,0.5
MO_FIX,Moon,Fixed,410,465,875,0.47,0.53
MO_MUT,Moon,Mutable,392,479,871,0.45,0.55
NE_MUT,Neptune,Mutable,1237,1387,2624,0.47,0.53
NN_CAR,NNode,Cardinal,457,494,951,0.48,0.52
NN_FIX,NNode,Fixed,266,300,566,0.47,0.53
NN_MUT,NNode,Mutable,514,593,1107,0.46,0.54
PA_CAR,Pallas,Cardinal,449,471,920,0.49,0.51
PA_FIX,Pallas,Fixed,358,406,764,0.47,0.53
PA_MUT,Pallas,Mutable,430,510,940,0.46,0.54
PH_CAR,Pholus,Cardinal,545,596,1141,0.48,0.52
PH_MUT,Pholus,Mutable,692,791,1483,0.47,0.53
PL_CAR,Pluto,Cardinal,1237,1387,2624,0.47,0.53
SA_CAR,Saturn,Cardinal,457,532,989,0.46,0.54
SA_FIX,Saturn,Fixed,327,311,638,0.51,0.49
SA_MUT,Saturn,Mutable,453,544,997,0.45,0.55
SN_CAR,SNode,Cardinal,458,494,952,0.48,0.52
SN_FIX,SNode,Fixed,266,300,566,0.47,0.53
SN_MUT,SNode,Mutable,513,593,1106,0.46,0.54
SU_CAR,Sun,Cardinal,413,465,878,0.47,0.53
SU_FIX,Sun,Fixed,421,461,882,0.48,0.52
SU_MUT,Sun,Mutable,403,461,864,0.47,0.53
UR_CAR,Uranus,Cardinal,673,781,1454,0.46,0.54
UR_FIX,Uranus,Fixed,564,606,1170,0.48,0.52
VE_CAR,Venus,Cardinal,409,458,867,0.47,0.53
VE_FIX,Venus,Fixed,395,480,875,0.45,0.55
VE_MUT,Venus,Mutable,433,449,882,0.49,0.51
VS_CAR,Vesta,Cardinal,446,450,896,0.5,0.5
VS_FIX,Vesta,Fixed,374,463,837,0.45,0.55
VS_MUT,Vesta,Mutable,417,474,891,0.47,0.53
