PlanetsAspect,vars,n,mean,sd,median,trimmed,mad,min,max,range,skew,kurtosis,se
CE_CH_a120,1,61,-0.006,0.026,-0.003,-0.005,0.016,-0.105,0.05,0.154,-0.923,2.556,0.003
CE_JU_a90,1,59,0.014,0.079,0,0.005,0.052,-0.137,0.317,0.455,1.538,3.552,0.01
CE_PA_a30,1,305,0.004,0.044,0.001,0,0.021,-0.107,0.404,0.51,3.566,25.433,0.003
CE_PH_a36,1,95,-0.004,0.023,-0.002,-0.004,0.018,-0.076,0.06,0.135,-0.121,1.007,0.002
CE_UR_a150,1,58,-0.004,0.019,-0.003,-0.004,0.015,-0.064,0.04,0.104,-0.479,0.989,0.002
CH_UR_a30,1,2121,0.004,0.059,-0.001,0,0.024,-0.275,1.047,1.322,4.644,60.014,0.001
JN_NE_a135,1,33,-0.009,0.024,-0.006,-0.008,0.023,-0.079,0.036,0.115,-0.555,0.406,0.004
JN_NN_a90,1,33,-0.002,0.023,-0.004,-0.003,0.022,-0.047,0.062,0.109,0.521,0.362,0.004
JN_PH_a150,1,66,0.013,0.064,0.003,0.004,0.018,-0.079,0.404,0.482,3.879,19.961,0.008
JN_SN_a90,1,33,-0.002,0.023,-0.004,-0.003,0.022,-0.047,0.062,0.109,0.521,0.362,0.004
JU_CH_a150,1,154,-0.002,0.023,-0.003,-0.003,0.019,-0.069,0.074,0.143,0.342,1.241,0.002
JU_UR_a120,1,86,0,0.032,0.001,0,0.02,-0.117,0.081,0.198,-0.318,2.185,0.003
MA_NE_a90,1,53,0.021,0.055,0.005,0.011,0.021,-0.045,0.261,0.306,2.354,6.213,0.008
MA_NN_a45,1,57,-0.006,0.029,-0.006,-0.007,0.021,-0.091,0.078,0.169,0.253,1.084,0.004
MA_PL_a36,1,50,-0.001,0.028,0.003,0,0.021,-0.067,0.097,0.164,0.27,2.215,0.004
MA_SN_a135,1,57,-0.006,0.029,-0.006,-0.007,0.021,-0.091,0.078,0.169,0.253,1.084,0.004
ME_JN_a90,1,73,-0.004,0.024,0,-0.002,0.014,-0.107,0.039,0.146,-1.353,3.812,0.003
ME_VE_a36,1,158,-0.006,0.034,-0.005,-0.005,0.021,-0.165,0.087,0.252,-0.535,3.043,0.003
ME_VS_a30,1,59,-0.002,0.056,-0.003,-0.002,0.021,-0.195,0.175,0.37,-0.037,3.62,0.007
MO_ME_a72,1,183,0.003,0.05,-0.001,-0.001,0.023,-0.146,0.342,0.488,2.568,15.096,0.004
MO_PL_a150,1,190,0.005,0.09,-0.003,-0.003,0.026,-0.173,1.047,1.219,8.529,93.417,0.007
MO_SU_a45,1,181,0.007,0.069,-0.001,0,0.024,-0.13,0.584,0.714,4.838,33.92,0.005
MO_VE_a36,1,184,0.005,0.064,-0.001,-0.002,0.026,-0.151,0.584,0.735,4.715,36.291,0.005
NN_CH_a144,1,189,0.017,0.075,0.005,0.006,0.028,-0.105,0.584,0.689,3.838,20.911,0.005
NN_NE_a135,1,119,-0.001,0.032,0.001,-0.002,0.022,-0.069,0.097,0.167,0.406,1.048,0.003
NN_PH_a60,1,25,-0.001,0.027,0.001,-0.001,0.013,-0.069,0.074,0.143,0.084,1.557,0.005
NN_SA_a30,1,20,-0.002,0.03,0.002,-0.002,0.022,-0.069,0.074,0.143,0.131,0.657,0.007
NN_SN_a180,1,2624,0.003,0.055,-0.001,-0.001,0.024,-0.275,1.047,1.322,4.553,61.88,0.001
PA_UR_a180,1,57,0,0.019,-0.004,-0.001,0.012,-0.038,0.047,0.085,0.624,0.322,0.002
SA_PH_a30,1,109,0.009,0.06,0.003,0.005,0.024,-0.244,0.328,0.572,1.544,10.865,0.006
SA_UR_a144,1,53,0,0.023,0,0,0.02,-0.069,0.074,0.143,0.163,1.7,0.003
SN_CH_a36,1,189,0.017,0.075,0.005,0.006,0.028,-0.105,0.584,0.689,3.838,20.911,0.005
SN_NE_a45,1,119,-0.001,0.032,0.001,-0.002,0.022,-0.069,0.097,0.167,0.406,1.048,0.003
SN_PH_a120,1,25,-0.001,0.027,0.001,-0.001,0.013,-0.069,0.074,0.143,0.084,1.557,0.005
SN_SA_a150,1,20,-0.002,0.03,0.002,-0.002,0.022,-0.069,0.074,0.143,0.131,0.657,0.007
SU_JU_a45,1,69,0.005,0.047,-0.002,-0.001,0.023,-0.059,0.296,0.355,3.488,18.199,0.006
SU_PL_a103,1,65,0.008,0.033,0.007,0.007,0.03,-0.064,0.09,0.154,0.135,-0.4,0.004
VE_PA_a30,1,70,-0.01,0.042,-0.008,-0.011,0.028,-0.136,0.162,0.298,0.528,4.251,0.005
VE_SA_a60,1,69,0.002,0.032,0,0.001,0.028,-0.117,0.092,0.209,-0.066,2.008,0.004
VS_JN_a120,1,97,-0.005,0.025,-0.006,-0.006,0.022,-0.069,0.074,0.143,0.277,1.067,0.003
VS_NE_a103,1,38,-0.025,0.057,-0.003,-0.015,0.021,-0.23,0.042,0.272,-2.065,4.024,0.009
VS_NN_a30,1,47,0.036,0.079,0.017,0.023,0.042,-0.061,0.262,0.323,1.711,2.26,0.011
