PlanetAspectsCount,Planet,CountRange,Buy,Sell,DaysN,BuyDays%,SellDays%
"CE_(4,5]",Ceres,"(4,5]",217,253,470,0.46,0.54
"CE_(5,7]",Ceres,"(5,7]",412,448,860,0.48,0.52
"CE_(7,13]",Ceres,"(7,13]",238,269,507,0.47,0.53
"CE_[0,4]",Ceres,"[0,4]",341,385,726,0.47,0.53
"CH_(4,5]",Chiron,"(4,5]",242,266,508,0.48,0.52
"CH_(5,7]",Chiron,"(5,7]",465,466,931,0.5,0.5
"CH_(7,13]",Chiron,"(7,13]",208,245,453,0.46,0.54
"CH_[0,4]",Chiron,"[0,4]",293,378,671,0.44,0.56
"JN_(4,5]",Juno,"(4,5]",270,260,530,0.51,0.49
"JN_(5,7]",Juno,"(5,7]",396,452,848,0.47,0.53
"JN_(7,14]",Juno,"(7,14]",132,188,320,0.41,0.59
"JN_[0,4]",Juno,"[0,4]",410,455,865,0.47,0.53
"JU_(4,5]",Jupiter,"(4,5]",232,296,528,0.44,0.56
"JU_(5,7]",Jupiter,"(5,7]",347,377,724,0.48,0.52
"JU_(7,12]",Jupiter,"(7,12]",148,168,316,0.47,0.53
"JU_[0,4]",Jupiter,"[0,4]",481,514,995,0.48,0.52
"MA_(4,5]",Mars,"(4,5]",245,259,504,0.49,0.51
"MA_(5,7]",Mars,"(5,7]",379,403,782,0.48,0.52
"MA_(7,13]",Mars,"(7,13]",179,216,395,0.45,0.55
"MA_[0,4]",Mars,"[0,4]",405,477,882,0.46,0.54
"ME_(4,5]",Mercury,"(4,5]",236,276,512,0.46,0.54
"ME_(5,7]",Mercury,"(5,7]",356,404,760,0.47,0.53
"ME_(7,14]",Mercury,"(7,14]",132,156,288,0.46,0.54
"ME_[0,4]",Mercury,"[0,4]",484,519,1003,0.48,0.52
"MO_(13,15]",Moon,"(13,15]",381,395,776,0.49,0.51
"MO_(15,17]",Moon,"(15,17]",296,329,625,0.47,0.53
"MO_(17,27]",Moon,"(17,27]",186,224,410,0.45,0.55
"MO_[5,13]",Moon,"[5,13]",345,407,752,0.46,0.54
"NE_(4,5]",Neptune,"(4,5]",217,273,490,0.44,0.56
"NE_(5,6]",Neptune,"(5,6]",184,209,393,0.47,0.53
"NE_(6,13]",Neptune,"(6,13]",253,285,538,0.47,0.53
"NE_[0,4]",Neptune,"[0,4]",554,588,1142,0.49,0.51
"NN_(5,6]",NNode,"(5,6]",248,272,520,0.48,0.52
"NN_(6,7]",NNode,"(6,7]",212,225,437,0.49,0.51
"NN_(7,13]",NNode,"(7,13]",256,298,554,0.46,0.54
"NN_[1,5]",NNode,"[1,5]",492,560,1052,0.47,0.53
"PA_(4,5]",Pallas,"(4,5]",222,264,486,0.46,0.54
"PA_(5,7]",Pallas,"(5,7]",354,431,785,0.45,0.55
"PA_(7,13]",Pallas,"(7,13]",160,169,329,0.49,0.51
"PA_[0,4]",Pallas,"[0,4]",472,491,963,0.49,0.51
"PH_(4,5]",Pholus,"(4,5]",241,275,516,0.47,0.53
"PH_(5,6]",Pholus,"(5,6]",196,236,432,0.45,0.55
"PH_(6,13]",Pholus,"(6,13]",235,253,488,0.48,0.52
"PH_[0,4]",Pholus,"[0,4]",536,591,1127,0.48,0.52
"PL_(4,5]",Pluto,"(4,5]",254,289,543,0.47,0.53
"PL_(5,6]",Pluto,"(5,6]",207,216,423,0.49,0.51
"PL_(6,14]",Pluto,"(6,14]",234,255,489,0.48,0.52
"PL_[0,4]",Pluto,"[0,4]",513,595,1108,0.46,0.54
"SA_(4,5]",Saturn,"(4,5]",218,239,457,0.48,0.52
"SA_(5,7]",Saturn,"(5,7]",384,446,830,0.46,0.54
"SA_(7,14]",Saturn,"(7,14]",185,192,377,0.49,0.51
"SA_[0,4]",Saturn,"[0,4]",421,478,899,0.47,0.53
"SN_(5,6]",SNode,"(5,6]",251,304,555,0.45,0.55
"SN_(6,7]",SNode,"(6,7]",214,218,432,0.5,0.5
"SN_(7,13]",SNode,"(7,13]",263,315,578,0.46,0.54
"SN_[1,5]",SNode,"[1,5]",480,518,998,0.48,0.52
"SU_(4,5]",Sun,"(4,5]",264,330,594,0.44,0.56
"SU_(5,7]",Sun,"(5,7]",369,404,773,0.48,0.52
"SU_(7,14]",Sun,"(7,14]",153,178,331,0.46,0.54
"SU_[0,4]",Sun,"[0,4]",422,443,865,0.49,0.51
"UR_(4,5]",Uranus,"(4,5]",204,248,452,0.45,0.55
"UR_(5,7]",Uranus,"(5,7]",428,454,882,0.49,0.51
"UR_(7,15]",Uranus,"(7,15]",291,293,584,0.5,0.5
"UR_[0,4]",Uranus,"[0,4]",285,360,645,0.44,0.56
"VE_(4,5]",Venus,"(4,5]",242,265,507,0.48,0.52
"VE_(5,7]",Venus,"(5,7]",367,426,793,0.46,0.54
"VE_(7,14]",Venus,"(7,14]",207,229,436,0.47,0.53
"VE_[0,4]",Venus,"[0,4]",392,435,827,0.47,0.53
"VS_(4,5]",Vesta,"(4,5]",233,237,470,0.5,0.5
"VS_(5,7]",Vesta,"(5,7]",382,447,829,0.46,0.54
"VS_(7,13]",Vesta,"(7,13]",178,219,397,0.45,0.55
"VS_[0,4]",Vesta,"[0,4]",415,452,867,0.48,0.52
