PlanetAspectsCount,Planet,CountRange,Buy,Sell,DaysN,BuyDays%,SellDays%
"CE_(2,3]",Ceres,"(2,3]",231,277,508,0.45,0.55
"CE_(3,4]",Ceres,"(3,4]",235,279,514,0.46,0.54
"CE_(4,8]",Ceres,"(4,8]",221,239,460,0.48,0.52
"CE_[0,2]",Ceres,"[0,2]",464,486,950,0.49,0.51
"CH_(1,2]",Chiron,"(1,2]",442,442,884,0.5,0.5
"CH_(2,3]",Chiron,"(2,3]",136,162,298,0.46,0.54
CH_1,Chiron,1,477,545,1022,0.47,0.53
"CH_[0,1)",Chiron,"[0,1)",96,132,228,0.42,0.58
"JN_(2,3]",Juno,"(2,3]",256,298,554,0.46,0.54
"JN_(3,4]",Juno,"(3,4]",224,230,454,0.49,0.51
"JN_(4,9]",Juno,"(4,9]",192,231,423,0.45,0.55
"JN_[0,2]",Juno,"[0,2]",479,522,1001,0.48,0.52
"JU_(1,2]",Jupiter,"(1,2]",332,410,742,0.45,0.55
"JU_(2,3]",Jupiter,"(2,3]",234,232,466,0.5,0.5
"JU_(3,7]",Jupiter,"(3,7]",204,216,420,0.49,0.51
"JU_[0,1]",Jupiter,"[0,1]",381,423,804,0.47,0.53
"MA_(2,3]",Mars,"(2,3]",242,283,525,0.46,0.54
"MA_(3,5]",Mars,"(3,5]",445,489,934,0.48,0.52
"MA_(5,11]",Mars,"(5,11]",165,192,357,0.46,0.54
"MA_[0,2]",Mars,"[0,2]",299,317,616,0.49,0.51
"ME_(3,4]",Mercury,"(3,4]",242,280,522,0.46,0.54
"ME_(4,6]",Mercury,"(4,6]",369,413,782,0.47,0.53
"ME_(6,13]",Mercury,"(6,13]",130,152,282,0.46,0.54
"ME_[0,3]",Mercury,"[0,3]",410,436,846,0.48,0.52
"MO_(13,15]",Moon,"(13,15]",360,368,728,0.49,0.51
"MO_(15,17]",Moon,"(15,17]",280,317,597,0.47,0.53
"MO_(17,27]",Moon,"(17,27]",176,215,391,0.45,0.55
"MO_[5,13]",Moon,"[5,13]",335,381,716,0.47,0.53
NE_0,Neptune,0,1151,1281,2432,0.47,0.53
"NN_(2,3]",NNode,"(2,3]",283,306,589,0.48,0.52
"NN_(3,6]",NNode,"(3,6]",291,313,604,0.48,0.52
NN_2,NNode,2,371,463,834,0.44,0.56
"NN_[1,2)",NNode,"[1,2)",206,199,405,0.51,0.49
"PA_(1,2]",Pallas,"(1,2]",278,342,620,0.45,0.55
"PA_(2,3]",Pallas,"(2,3]",277,270,547,0.51,0.49
"PA_(3,8]",Pallas,"(3,8]",198,222,420,0.47,0.53
"PA_[0,1]",Pallas,"[0,1]",398,447,845,0.47,0.53
"PH_(0,1]",Pholus,"(0,1]",423,478,901,0.47,0.53
PH_0,Pholus,0,728,803,1531,0.48,0.52
"SA_(1,2]",Saturn,"(1,2]",297,264,561,0.53,0.47
"SA_(2,4]",Saturn,"(2,4]",138,168,306,0.45,0.55
SA_1,Saturn,1,353,411,764,0.46,0.54
"SA_[0,1)",Saturn,"[0,1)",363,438,801,0.45,0.55
"SN_(2,5]",SNode,"(2,5]",296,321,617,0.48,0.52
SN_2,SNode,2,303,350,653,0.46,0.54
"SN_[0,1]",SNode,"[0,1]",552,610,1162,0.48,0.52
"SU_(3,4]",Sun,"(3,4]",265,280,545,0.49,0.51
"SU_(4,5]",Sun,"(4,5]",175,241,416,0.42,0.58
"SU_(5,11]",Sun,"(5,11]",242,234,476,0.51,0.49
"SU_[0,3]",Sun,"[0,3]",469,526,995,0.47,0.53
"UR_(1,3]",Uranus,"(1,3]",409,468,877,0.47,0.53
UR_0,Uranus,0,435,503,938,0.46,0.54
UR_1,Uranus,1,307,310,617,0.5,0.5
"VE_(3,4]",Venus,"(3,4]",237,294,531,0.45,0.55
"VE_(4,6]",Venus,"(4,6]",388,400,788,0.49,0.51
"VE_(6,12]",Venus,"(6,12]",149,175,324,0.46,0.54
"VE_[0,3]",Venus,"[0,3]",377,412,789,0.48,0.52
"VS_(2,3]",Vesta,"(2,3]",236,259,495,0.48,0.52
"VS_(3,4]",Vesta,"(3,4]",243,274,517,0.47,0.53
"VS_(4,10]",Vesta,"(4,10]",302,352,654,0.46,0.54
"VS_[0,2]",Vesta,"[0,2]",370,396,766,0.48,0.52
