MoonPhaseZodSignID,MoonPhase,ZodSign,Buy,Sell,DaysN,BuyDays%,SellDays%
F_Z01_ARI,Full,Aries,47,41,88,0.53,0.47
F_Z02_TAU,Full,Taurus,23,43,66,0.35,0.65
F_Z03_GEM,Full,Gemini,41,60,101,0.41,0.59
F_Z04_CAN,Full,Cancer,41,31,72,0.57,0.43
F_Z05_LEO,Full,Leo,45,55,100,0.45,0.55
F_Z06_VIR,Full,Virgo,24,35,59,0.41,0.59
F_Z07_LIB,Full,Libra,41,49,90,0.46,0.54
F_Z08_SCO,Full,Scorpio,25,35,60,0.42,0.58
F_Z09_SAG,Full,Sagittarius,50,56,106,0.47,0.53
F_Z10_CAP,Full,Capricorn,27,34,61,0.44,0.56
F_Z11_AQU,Full,Aquarius,49,42,91,0.54,0.46
F_Z12_PIS,Full,Pisces,25,34,59,0.42,0.58
N_Z01_ARI,New,Aries,28,31,59,0.47,0.53
N_Z02_TAU,New,Taurus,51,49,100,0.51,0.49
N_Z03_GEM,New,Gemini,21,37,58,0.36,0.64
N_Z04_CAN,New,Cancer,42,43,85,0.49,0.51
N_Z05_LEO,New,Leo,30,28,58,0.52,0.48
N_Z06_VIR,New,Virgo,36,52,88,0.41,0.59
N_Z07_LIB,New,Libra,35,37,72,0.49,0.51
N_Z08_SCO,New,Scorpio,49,42,91,0.54,0.46
N_Z09_SAG,New,Sagittarius,44,47,91,0.48,0.52
N_Z10_CAP,New,Capricorn,38,58,96,0.4,0.6
N_Z11_AQU,New,Aquarius,39,37,76,0.51,0.49
N_Z12_PIS,New,Pisces,39,35,74,0.53,0.47
