PlanetAspectsCount,Planet,CountRange,Buy,Sell,DaysN,BuyDays%,SellDays%
"CE_(3,8]",Ceres,"(3,8]",1128,1092,2220,0.51,0.49
CE_3,Ceres,3,1490,1380,2870,0.52,0.48
"CE_[0,2]",Ceres,"[0,2]",2662,2394,5056,0.53,0.47
"CH_(3,4]",Chiron,"(3,4]",1172,1086,2258,0.52,0.48
"CH_(4,5]",Chiron,"(4,5]",1079,948,2027,0.53,0.47
"CH_(5,11]",Chiron,"(5,11]",1204,1082,2286,0.53,0.47
"CH_[0,3]",Chiron,"[0,3]",1825,1750,3575,0.51,0.49
"JN_(1,2]",Juno,"(1,2]",1718,1613,3331,0.52,0.48
"JN_(2,3]",Juno,"(2,3]",1402,1308,2710,0.52,0.48
"JN_(3,7]",Juno,"(3,7]",867,729,1596,0.54,0.46
"JN_[0,1]",Juno,"[0,1]",1293,1216,2509,0.52,0.48
"JU_(2,3]",Jupiter,"(2,3]",1452,1392,2844,0.51,0.49
"JU_(3,4]",Jupiter,"(3,4]",1180,1025,2205,0.54,0.46
"JU_(4,8]",Jupiter,"(4,8]",798,742,1540,0.52,0.48
"JU_[0,2]",Jupiter,"[0,2]",1850,1707,3557,0.52,0.48
"MA_(2,5]",Mars,"(2,5]",1093,974,2067,0.53,0.47
MA_2,Mars,2,1844,1732,3576,0.52,0.48
"MA_[0,1]",Mars,"[0,1]",2343,2160,4503,0.52,0.48
"ME_(1,3]",Mercury,"(1,3]",623,606,1229,0.51,0.49
ME_0,Mercury,0,1487,1339,2826,0.53,0.47
ME_1,Mercury,1,3170,2921,6091,0.52,0.48
"NE_(4,5]",Neptune,"(4,5]",1038,995,2033,0.51,0.49
"NE_(5,6]",Neptune,"(5,6]",873,781,1654,0.53,0.47
"NE_(6,13]",Neptune,"(6,13]",1070,915,1985,0.54,0.46
"NE_[0,4]",Neptune,"[0,4]",2299,2175,4474,0.51,0.49
"NN_(2,3]",NNode,"(2,3]",1448,1241,2689,0.54,0.46
"NN_(3,4]",NNode,"(3,4]",1180,1168,2348,0.5,0.5
"NN_(4,9]",NNode,"(4,9]",1144,1048,2192,0.52,0.48
"NN_[0,2]",NNode,"[0,2]",1508,1409,2917,0.52,0.48
"PA_(2,3]",Pallas,"(2,3]",1528,1416,2944,0.52,0.48
"PA_(3,4]",Pallas,"(3,4]",1029,973,2002,0.51,0.49
"PA_(4,8]",Pallas,"(4,8]",618,555,1173,0.53,0.47
"PA_[0,2]",Pallas,"[0,2]",2105,1922,4027,0.52,0.48
"PH_(3,5]",Pholus,"(3,5]",2141,1918,4059,0.53,0.47
"PH_(5,6]",Pholus,"(5,6]",776,772,1548,0.5,0.5
"PH_(6,13]",Pholus,"(6,13]",892,842,1734,0.51,0.49
"PH_[0,3]",Pholus,"[0,3]",1471,1334,2805,0.52,0.48
"PL_(4,5]",Pluto,"(4,5]",1076,1047,2123,0.51,0.49
"PL_(5,6]",Pluto,"(5,6]",933,844,1777,0.53,0.47
"PL_(6,14]",Pluto,"(6,14]",1229,1090,2319,0.53,0.47
"PL_[0,4]",Pluto,"[0,4]",2042,1885,3927,0.52,0.48
"SA_(3,4]",Saturn,"(3,4]",1167,1036,2203,0.53,0.47
"SA_(4,5]",Saturn,"(4,5]",892,768,1660,0.54,0.46
"SA_(5,11]",Saturn,"(5,11]",963,927,1890,0.51,0.49
"SA_[0,3]",Saturn,"[0,3]",2258,2135,4393,0.51,0.49
"SN_(3,4]",SNode,"(3,4]",1405,1291,2696,0.52,0.48
"SN_(4,5]",SNode,"(4,5]",1206,1151,2357,0.51,0.49
"SN_(5,10]",SNode,"(5,10]",1197,1098,2295,0.52,0.48
"SN_[1,3]",SNode,"[1,3]",1472,1326,2798,0.53,0.47
"SU_(1,2]",Sun,"(1,2]",1712,1590,3302,0.52,0.48
"SU_(2,4]",Sun,"(2,4]",361,332,693,0.52,0.48
SU_1,Sun,1,2405,2198,4603,0.52,0.48
"SU_[0,1)",Sun,"[0,1)",802,746,1548,0.52,0.48
"UR_(3,5]",Uranus,"(3,5]",2123,2018,4141,0.51,0.49
"UR_(5,6]",Uranus,"(5,6]",804,745,1549,0.52,0.48
"UR_(6,13]",Uranus,"(6,13]",857,817,1674,0.51,0.49
"UR_[0,3]",Uranus,"[0,3]",1496,1286,2782,0.54,0.46
"VE_(1,2]",Venus,"(1,2]",1314,1252,2566,0.51,0.49
"VE_(2,3]",Venus,"(2,3]",186,145,331,0.56,0.44
VE_1,Venus,1,2721,2501,5222,0.52,0.48
"VE_[0,1)",Venus,"[0,1)",1059,968,2027,0.52,0.48
"VS_(1,2]",Vesta,"(1,2]",1928,1751,3679,0.52,0.48
"VS_(2,3]",Vesta,"(2,3]",1111,1078,2189,0.51,0.49
"VS_(3,6]",Vesta,"(3,6]",421,410,831,0.51,0.49
"VS_[0,1]",Vesta,"[0,1]",1820,1627,3447,0.53,0.47
