PlanetsAspect,PlanetX,PlanetY,Aspect,Buy,Sell,DaysN,BuyDays%,SellDays%
CE_CH_a0,Ceres,Chiron,Conjunction,50,31,81,0.62,0.38
CE_CH_a103,Ceres,Chiron,BiSeptile,178,142,320,0.56,0.44
CE_CH_a120,Ceres,Chiron,Trine,107,89,196,0.55,0.45
CE_CH_a135,Ceres,Chiron,SesquiSquare,119,109,228,0.52,0.48
CE_CH_a144,Ceres,Chiron,BiQuintile,80,75,155,0.52,0.48
CE_CH_a150,Ceres,Chiron,Quincunx,75,60,135,0.56,0.44
CE_CH_a180,Ceres,Chiron,Opposition,81,85,166,0.49,0.51
CE_CH_a30,Ceres,Chiron,SemiSextile,126,102,228,0.55,0.45
CE_CH_a36,Ceres,Chiron,SemiQuintile,141,129,270,0.52,0.48
CE_CH_a45,Ceres,Chiron,SemiSquare,120,112,232,0.52,0.48
CE_CH_a60,Ceres,Chiron,Sextile,156,128,284,0.55,0.45
CE_CH_a72,Ceres,Chiron,Quintile,105,118,223,0.47,0.53
CE_CH_a90,Ceres,Chiron,Square,155,125,280,0.55,0.45
CE_JU_a0,Ceres,Jupiter,Conjunction,48,39,87,0.55,0.45
CE_JU_a103,Ceres,Jupiter,BiSeptile,133,129,262,0.51,0.49
CE_JU_a120,Ceres,Jupiter,Trine,92,82,174,0.53,0.47
CE_JU_a135,Ceres,Jupiter,SesquiSquare,131,109,240,0.55,0.45
CE_JU_a144,Ceres,Jupiter,BiQuintile,97,106,203,0.48,0.52
CE_JU_a150,Ceres,Jupiter,Quincunx,78,102,180,0.43,0.57
CE_JU_a180,Ceres,Jupiter,Opposition,61,60,121,0.5,0.5
CE_JU_a30,Ceres,Jupiter,SemiSextile,136,97,233,0.58,0.42
CE_JU_a36,Ceres,Jupiter,SemiQuintile,158,143,301,0.52,0.48
CE_JU_a45,Ceres,Jupiter,SemiSquare,108,92,200,0.54,0.46
CE_JU_a60,Ceres,Jupiter,Sextile,100,92,192,0.52,0.48
CE_JU_a72,Ceres,Jupiter,Quintile,117,108,225,0.52,0.48
CE_JU_a90,Ceres,Jupiter,Square,111,113,224,0.5,0.5
CE_NE_a0,Ceres,Neptune,Conjunction,56,55,111,0.5,0.5
CE_NE_a103,Ceres,Neptune,BiSeptile,107,85,192,0.56,0.44
CE_NE_a120,Ceres,Neptune,Trine,126,124,250,0.5,0.5
CE_NE_a135,Ceres,Neptune,SesquiSquare,97,110,207,0.47,0.53
CE_NE_a144,Ceres,Neptune,BiQuintile,121,98,219,0.55,0.45
CE_NE_a150,Ceres,Neptune,Quincunx,125,101,226,0.55,0.45
CE_NE_a180,Ceres,Neptune,Opposition,42,30,72,0.58,0.42
CE_NE_a30,Ceres,Neptune,SemiSextile,129,126,255,0.51,0.49
CE_NE_a36,Ceres,Neptune,SemiQuintile,114,115,229,0.5,0.5
CE_NE_a45,Ceres,Neptune,SemiSquare,127,117,244,0.52,0.48
CE_NE_a60,Ceres,Neptune,Sextile,128,112,240,0.53,0.47
CE_NE_a72,Ceres,Neptune,Quintile,118,124,242,0.49,0.51
CE_NE_a90,Ceres,Neptune,Square,100,88,188,0.53,0.47
CE_NN_a0,Ceres,NNode,Conjunction,109,93,202,0.54,0.46
CE_NN_a103,Ceres,NNode,BiSeptile,116,87,203,0.57,0.43
CE_NN_a120,Ceres,NNode,Trine,161,150,311,0.52,0.48
CE_NN_a135,Ceres,NNode,SesquiSquare,160,127,287,0.56,0.44
CE_NN_a144,Ceres,NNode,BiQuintile,136,123,259,0.53,0.47
CE_NN_a150,Ceres,NNode,Quincunx,152,136,288,0.53,0.47
CE_NN_a180,Ceres,NNode,Opposition,33,36,69,0.48,0.52
CE_NN_a30,Ceres,NNode,SemiSextile,110,91,201,0.55,0.45
CE_NN_a36,Ceres,NNode,SemiQuintile,119,112,231,0.52,0.48
CE_NN_a45,Ceres,NNode,SemiSquare,90,62,152,0.59,0.41
CE_NN_a60,Ceres,NNode,Sextile,142,136,278,0.51,0.49
CE_NN_a72,Ceres,NNode,Quintile,91,100,191,0.48,0.52
CE_NN_a90,Ceres,NNode,Square,132,141,273,0.48,0.52
CE_PA_a103,Ceres,Pallas,BiSeptile,24,34,58,0.41,0.59
CE_PA_a30,Ceres,Pallas,SemiSextile,531,446,977,0.54,0.46
CE_PA_a36,Ceres,Pallas,SemiQuintile,469,387,856,0.55,0.45
CE_PA_a45,Ceres,Pallas,SemiSquare,407,398,805,0.51,0.49
CE_PA_a60,Ceres,Pallas,Sextile,166,196,362,0.46,0.54
