PlanetZodSign,Planet,ZodSign,Buy,Sell,DaysN,BuyDays%,SellDays%
CE_Z01_ARI,Ceres,Z01,616,561,1177,0.52,0.48
CE_Z02_TAU,Ceres,Z02,585,534,1119,0.52,0.48
CE_Z03_GEM,Ceres,Z03,531,460,991,0.54,0.46
CE_Z04_CAN,Ceres,Z04,500,438,938,0.53,0.47
CE_Z05_LEO,Ceres,Z05,492,454,946,0.52,0.48
CE_Z06_VIR,Ceres,Z06,486,407,893,0.54,0.46
CE_Z07_LIB,Ceres,Z07,492,398,890,0.55,0.45
CE_Z08_SCO,Ceres,Z08,485,426,911,0.53,0.47
CE_Z09_SAG,Ceres,Z09,634,537,1171,0.54,0.46
CE_Z10_CAP,Ceres,Z10,557,552,1109,0.5,0.5
CE_Z11_AQU,Ceres,Z11,599,548,1147,0.52,0.48
CE_Z12_PIS,Ceres,Z12,683,591,1274,0.54,0.46
CH_Z01_ARI,Chiron,Z01,1274,989,2263,0.56,0.44
CH_Z02_TAU,Chiron,Z02,957,770,1727,0.55,0.45
CH_Z03_GEM,Chiron,Z03,660,489,1149,0.57,0.43
CH_Z04_CAN,Chiron,Z04,395,365,760,0.52,0.48
CH_Z05_LEO,Chiron,Z05,256,270,526,0.49,0.51
CH_Z06_VIR,Chiron,Z06,231,267,498,0.46,0.54
CH_Z07_LIB,Chiron,Z07,205,222,427,0.48,0.52
CH_Z08_SCO,Chiron,Z08,218,254,472,0.46,0.54
CH_Z09_SAG,Chiron,Z09,311,333,644,0.48,0.52
CH_Z10_CAP,Chiron,Z10,461,407,868,0.53,0.47
CH_Z11_AQU,Chiron,Z11,688,624,1312,0.52,0.48
CH_Z12_PIS,Chiron,Z12,1004,916,1920,0.52,0.48
JN_Z01_ARI,Juno,Z01,378,332,710,0.53,0.47
JN_Z02_TAU,Juno,Z02,403,315,718,0.56,0.44
JN_Z03_GEM,Juno,Z03,331,268,599,0.55,0.45
JN_Z04_CAN,Juno,Z04,364,355,719,0.51,0.49
JN_Z05_LEO,Juno,Z05,446,415,861,0.52,0.48
JN_Z06_VIR,Juno,Z06,616,512,1128,0.55,0.45
JN_Z07_LIB,Juno,Z07,861,714,1575,0.55,0.45
JN_Z08_SCO,Juno,Z08,833,785,1618,0.51,0.49
JN_Z09_SAG,Juno,Z09,792,739,1531,0.52,0.48
JN_Z10_CAP,Juno,Z10,681,574,1255,0.54,0.46
JN_Z11_AQU,Juno,Z11,554,498,1052,0.53,0.47
JN_Z12_PIS,Juno,Z12,401,399,800,0.5,0.5
JU_Z01_ARI,Jupiter,Z01,453,373,826,0.55,0.45
JU_Z02_TAU,Jupiter,Z02,421,377,798,0.53,0.47
JU_Z03_GEM,Jupiter,Z03,467,429,896,0.52,0.48
JU_Z04_CAN,Jupiter,Z04,515,491,1006,0.51,0.49
JU_Z05_LEO,Jupiter,Z05,549,470,1019,0.54,0.46
JU_Z06_VIR,Jupiter,Z06,535,525,1060,0.5,0.5
JU_Z07_LIB,Jupiter,Z07,616,526,1142,0.54,0.46
JU_Z08_SCO,Jupiter,Z08,695,623,1318,0.53,0.47
JU_Z09_SAG,Jupiter,Z09,713,562,1275,0.56,0.44
JU_Z10_CAP,Jupiter,Z10,664,577,1241,0.54,0.46
JU_Z11_AQU,Jupiter,Z11,545,502,1047,0.52,0.48
JU_Z12_PIS,Jupiter,Z12,487,451,938,0.52,0.48
MA_Z01_ARI,Mars,Z01,584,433,1017,0.57,0.43
MA_Z02_TAU,Mars,Z02,533,473,1006,0.53,0.47
MA_Z03_GEM,Mars,Z03,593,471,1064,0.56,0.44
MA_Z04_CAN,Mars,Z04,580,573,1153,0.5,0.5
MA_Z05_LEO,Mars,Z05,608,632,1240,0.49,0.51
MA_Z06_VIR,Mars,Z06,642,585,1227,0.52,0.48
MA_Z07_LIB,Mars,Z07,619,589,1208,0.51,0.49
MA_Z08_SCO,Mars,Z08,557,509,1066,0.52,0.48
MA_Z09_SAG,Mars,Z09,487,455,942,0.52,0.48
MA_Z10_CAP,Mars,Z10,522,369,891,0.59,0.41
MA_Z11_AQU,Mars,Z11,464,439,903,0.51,0.49
MA_Z12_PIS,Mars,Z12,471,378,849,0.55,0.45
ME_Z01_ARI,Mercury,Z01,532,452,984,0.54,0.46
ME_Z02_TAU,Mercury,Z02,510,439,949,0.54,0.46
ME_Z03_GEM,Mercury,Z03,475,468,943,0.5,0.5
ME_Z04_CAN,Mercury,Z04,529,492,1021,0.52,0.48
ME_Z05_LEO,Mercury,Z05,559,504,1063,0.53,0.47
ME_Z06_VIR,Mercury,Z06,559,534,1093,0.51,0.49
ME_Z07_LIB,Mercury,Z07,537,506,1043,0.51,0.49
ME_Z08_SCO,Mercury,Z08,600,564,1164,0.52,0.48
ME_Z09_SAG,Mercury,Z09,588,523,1111,0.53,0.47
ME_Z10_CAP,Mercury,Z10,568,469,1037,0.55,0.45
ME_Z11_AQU,Mercury,Z11,587,505,1092,0.54,0.46
ME_Z12_PIS,Mercury,Z12,616,450,1066,0.58,0.42
MO_Z01_ARI,Moon,Z01,535,512,1047,0.51,0.49
MO_Z02_TAU,Moon,Z02,555,496,1051,0.53,0.47
MO_Z03_GEM,Moon,Z03,567,472,1039,0.55,0.45
MO_Z04_CAN,Moon,Z04,571,484,1055,0.54,0.46
MO_Z05_LEO,Moon,Z05,551,498,1049,0.53,0.47
MO_Z06_VIR,Moon,Z06,550,487,1037,0.53,0.47
MO_Z07_LIB,Moon,Z07,577,480,1057,0.55,0.45
