PlanetArabMansion,Planet,ArabMansion,Buy,Sell,DaysN,BuyDays%,SellDays%
CE_AM01,Ceres,Saratan,267,228,495,0.54,0.46
CE_AM02,Ceres,Butain,285,272,557,0.51,0.49
CE_AM03,Ceres,Turaija,302,271,573,0.53,0.47
CE_AM04,Ceres,Dabaran,222,222,444,0.5,0.5
CE_AM05,Ceres,Haq'a,241,195,436,0.55,0.45
CE_AM06,Ceres,Han'a,234,202,436,0.54,0.46
CE_AM07,Ceres,Dira,211,195,406,0.52,0.48
CE_AM08,Ceres,Natra,222,159,381,0.58,0.42
CE_AM09,Ceres,Tarf(a),231,217,448,0.52,0.48
CE_AM10,Ceres,Gabha,176,175,351,0.5,0.5
CE_AM11,Ceres,Zubra,276,250,526,0.52,0.48
CE_AM12,Ceres,Sarfa,179,159,338,0.53,0.47
CE_AM13,Ceres,Auwa,232,174,406,0.57,0.43
CE_AM14,Ceres,Simak,162,165,327,0.5,0.5
CE_AM15,Ceres,Gafr,236,161,397,0.59,0.41
CE_AM16,Ceres,Zubana,187,170,357,0.52,0.48
CE_AM17,Ceres,Iklik,201,176,377,0.53,0.47
CE_AM18,Ceres,Qualb,218,191,409,0.53,0.47
CE_AM19,Ceres,Saula,235,211,446,0.53,0.47
CE_AM20,Ceres,Na'a'im,292,253,545,0.54,0.46
CE_AM21,Ceres,Balda,242,199,441,0.55,0.45
CE_AM22,Ceres,Dabih,240,233,473,0.51,0.49
CE_AM23,Ceres,Bula,231,228,459,0.5,0.5
CE_AM24,Ceres,Su'ud,254,222,476,0.53,0.47
CE_AM25,Ceres,Ahbija,241,228,469,0.51,0.49
CE_AM26,Ceres,Muqaddam,293,287,580,0.51,0.49
CE_AM27,Ceres,Mu'ahhar,300,281,581,0.52,0.48
CE_AM28,Ceres,Risa,289,214,503,0.57,0.43
CH_AM01,Chiron,Saratan,642,489,1131,0.57,0.43
CH_AM02,Chiron,Butain,535,398,933,0.57,0.43
CH_AM03,Chiron,Turaija,437,360,797,0.55,0.45
CH_AM04,Chiron,Dabaran,413,335,748,0.55,0.45
CH_AM05,Chiron,Haq'a,357,299,656,0.54,0.46
CH_AM06,Chiron,Han'a,310,217,527,0.59,0.41
CH_AM07,Chiron,Dira,236,182,418,0.56,0.44
CH_AM08,Chiron,Natra,195,166,361,0.54,0.46
CH_AM09,Chiron,Tarf(a),155,155,310,0.5,0.5
CH_AM10,Chiron,Gabha,128,142,270,0.47,0.53
CH_AM11,Chiron,Zubra,114,114,228,0.5,0.5
