PlanetQuality,Planet,Quality,Buy,Sell,DaysN,BuyDays%,SellDays%
CE_CAR,Ceres,Cardinal,2190,1974,4164,0.53,0.47
CE_FIX,Ceres,Fixed,2166,1967,4133,0.52,0.48
CE_MUT,Ceres,Mutable,2343,1997,4340,0.54,0.46
CH_CAR,Chiron,Cardinal,2374,2015,4389,0.54,0.46
CH_FIX,Chiron,Fixed,2119,1918,4037,0.52,0.48
CH_MUT,Chiron,Mutable,2206,2005,4211,0.52,0.48
JN_CAR,Juno,Cardinal,2284,1975,4259,0.54,0.46
JN_FIX,Juno,Fixed,2236,2013,4249,0.53,0.47
JN_MUT,Juno,Mutable,2179,1950,4129,0.53,0.47
JU_CAR,Jupiter,Cardinal,2248,1967,4215,0.53,0.47
JU_FIX,Jupiter,Fixed,2245,2002,4247,0.53,0.47
JU_MUT,Jupiter,Mutable,2206,1969,4175,0.53,0.47
MA_CAR,Mars,Cardinal,2313,1972,4285,0.54,0.46
MA_FIX,Mars,Fixed,2175,2059,4234,0.51,0.49
MA_MUT,Mars,Mutable,2211,1907,4118,0.54,0.46
ME_CAR,Mercury,Cardinal,2170,1926,4096,0.53,0.47
ME_FIX,Mercury,Fixed,2276,2026,4302,0.53,0.47
ME_MUT,Mercury,Mutable,2253,1986,4239,0.53,0.47
MO_CAR,Moon,Cardinal,2264,1972,4236,0.53,0.47
MO_FIX,Moon,Fixed,2202,2023,4225,0.52,0.48
MO_MUT,Moon,Mutable,2233,1943,4176,0.53,0.47
NE_CAR,Neptune,Cardinal,1765,1663,3428,0.51,0.49
NE_FIX,Neptune,Fixed,1751,1667,3418,0.51,0.49
NE_MUT,Neptune,Mutable,3183,2608,5791,0.55,0.45
NN_CAR,NNode,Cardinal,2230,1959,4189,0.53,0.47
NN_FIX,NNode,Fixed,2245,1960,4205,0.53,0.47
NN_MUT,NNode,Mutable,2224,2019,4243,0.52,0.48
PA_CAR,Pallas,Cardinal,2123,1986,4109,0.52,0.48
PA_FIX,Pallas,Fixed,2324,1965,4289,0.54,0.46
PA_MUT,Pallas,Mutable,2252,1987,4239,0.53,0.47
PH_CAR,Pholus,Cardinal,1544,1480,3024,0.51,0.49
PH_FIX,Pholus,Fixed,1573,1365,2938,0.54,0.46
PH_MUT,Pholus,Mutable,3582,3093,6675,0.54,0.46
PL_CAR,Pluto,Cardinal,3306,2818,6124,0.54,0.46
PL_FIX,Pluto,Fixed,1498,1335,2833,0.53,0.47
PL_MUT,Pluto,Mutable,1895,1785,3680,0.51,0.49
SA_CAR,Saturn,Cardinal,2170,2077,4247,0.51,0.49
SA_FIX,Saturn,Fixed,2287,1923,4210,0.54,0.46
SA_MUT,Saturn,Mutable,2242,1938,4180,0.54,0.46
SN_CAR,SNode,Cardinal,2230,1959,4189,0.53,0.47
SN_FIX,SNode,Fixed,2245,1960,4205,0.53,0.47
SN_MUT,SNode,Mutable,2224,2019,4243,0.52,0.48
SU_CAR,Sun,Cardinal,2216,1880,4096,0.54,0.46
SU_FIX,Sun,Fixed,2203,2019,4222,0.52,0.48
SU_MUT,Sun,Mutable,2280,2039,4319,0.53,0.47
UR_CAR,Uranus,Cardinal,2626,2332,4958,0.53,0.47
UR_FIX,Uranus,Fixed,2147,1997,4144,0.52,0.48
UR_MUT,Uranus,Mutable,1926,1609,3535,0.54,0.46
VE_CAR,Venus,Cardinal,2263,1977,4240,0.53,0.47
VE_FIX,Venus,Fixed,2232,2031,4263,0.52,0.48
VE_MUT,Venus,Mutable,2204,1930,4134,0.53,0.47
VS_CAR,Vesta,Cardinal,2229,1955,4184,0.53,0.47
VS_FIX,Vesta,Fixed,2178,1970,4148,0.53,0.47
VS_MUT,Vesta,Mutable,2292,2013,4305,0.53,0.47
