PlanetVedicMansion,Planet,VedicMansion,Buy,Sell,DaysN,BuyDays%,SellDays%
CE_VM01,Ceres,Aswini,323,300,623,0.52,0.48
CE_VM02,Ceres,Bharani,250,244,494,0.51,0.49
CE_VM03,Ceres,Krittica,289,244,533,0.54,0.46
CE_VM04,Ceres,Rohini,291,260,551,0.53,0.47
CE_VM05,Ceres,Mrigashira,237,212,449,0.53,0.47
CE_VM06,Ceres,Ardra,240,183,423,0.57,0.43
CE_VM07,Ceres,Punavasu,245,240,485,0.51,0.49
CE_VM08,Ceres,Pushya,230,176,406,0.57,0.43
CE_VM09,Ceres,Ashlesha,265,257,522,0.51,0.49
CE_VM10,Ceres,Magha,197,187,384,0.51,0.49
CE_VM11,Ceres,PurvaPhalguni,220,180,400,0.55,0.45
CE_VM12,Ceres,UttaraPhalguni,228,186,414,0.55,0.45
CE_VM13,Ceres,Hasta,207,161,368,0.56,0.44
CE_VM14,Ceres,Chitra,223,213,436,0.51,0.49
CE_VM15,Ceres,Swati,215,171,386,0.56,0.44
CE_VM16,Ceres,Vishakha,237,213,450,0.53,0.47
CE_VM17,Ceres,Anuradha,262,244,506,0.52,0.48
CE_VM18,Ceres,Jyeshtha,281,232,513,0.55,0.45
CE_VM19,Ceres,Mula,245,222,467,0.52,0.48
CE_VM20,Ceres,PurvaAshada,241,224,465,0.52,0.48
CE_VM21,Ceres,UttaraAshada,257,256,513,0.5,0.5
CE_VM22,Ceres,Shravana,257,246,503,0.51,0.49
CE_VM23,Ceres,Danishtha,284,254,538,0.53,0.47
CE_VM24,Ceres,Shatabhisha,333,307,640,0.52,0.48
CE_VM25,Ceres,PurvaBhadrapada,282,225,507,0.56,0.44
CE_VM26,Ceres,UttaraBhadrapada,285,243,528,0.54,0.46
CE_VM27,Ceres,Revati,281,264,545,0.52,0.48
CH_VM01,Chiron,Aswini,471,402,873,0.54,0.46
CH_VM02,Chiron,Bharani,420,351,771,0.54,0.46
CH_VM03,Chiron,Krittica,371,305,676,0.55,0.45
