PlanetsAspect,vars,n,mean,sd,median,trimmed,mad,min,max,range,skew,kurtosis,se
CE_CH_a30,1,220,0,0.01,0.001,0.001,0.007,-0.033,0.028,0.061,-0.541,1.508,0.001
CE_JU_a150,1,175,-0.002,0.012,-0.001,-0.002,0.009,-0.059,0.028,0.087,-0.611,2.631,0.001
CE_UR_a135,1,205,-0.001,0.009,-0.001,0,0.007,-0.035,0.024,0.059,-0.484,2.047,0.001
CH_PH_a45,1,790,0,0.008,0,0,0.006,-0.039,0.035,0.074,0.075,2.524,0
JN_CE_a103,1,283,0.001,0.009,0.001,0.001,0.007,-0.023,0.035,0.058,0.482,1.279,0.001
JN_JU_a45,1,246,0,0.011,0,0,0.01,-0.033,0.041,0.074,-0.141,1.04,0.001
JN_NN_a36,1,213,-0.001,0.013,0,0,0.009,-0.049,0.059,0.108,-0.17,3.238,0.001
JN_PA_a144,1,372,0,0.009,0.001,0,0.007,-0.041,0.035,0.076,-0.375,2.227,0
JN_PH_a120,1,126,-0.003,0.009,-0.001,-0.002,0.009,-0.032,0.017,0.049,-0.709,0.567,0.001
JN_SN_a144,1,213,-0.001,0.013,0,0,0.009,-0.049,0.059,0.108,-0.17,3.238,0.001
JN_UR_a120,1,227,0.001,0.01,0,0.001,0.008,-0.025,0.042,0.066,0.414,2.07,0.001
JU_CH_a120,1,254,0.001,0.011,0.001,0.001,0.008,-0.04,0.033,0.073,-0.316,1.265,0.001
MA_PL_a36,1,224,-0.001,0.01,0,-0.001,0.007,-0.054,0.051,0.105,0.06,6.162,0.001
ME_NN_a120,1,445,0.001,0.011,0.001,0.001,0.008,-0.045,0.045,0.09,-0.067,2.09,0.001
ME_PL_a72,1,246,0,0.011,0,0,0.008,-0.073,0.056,0.129,-0.815,10.3,0.001
ME_SN_a60,1,445,0.001,0.011,0.001,0.001,0.008,-0.045,0.045,0.09,-0.064,2.101,0.001
ME_VS_a120,1,171,0,0.011,-0.001,0,0.009,-0.044,0.051,0.095,0.277,3.818,0.001
MO_ME_a150,1,716,0,0.011,0,0,0.008,-0.059,0.059,0.117,0.178,4.222,0
MO_NN_a30,1,757,0,0.01,0.001,0,0.008,-0.041,0.041,0.082,-0.234,1.862,0
MO_SN_a150,1,757,0,0.01,0.001,0,0.008,-0.041,0.041,0.082,-0.234,1.862,0
NE_PL_a60,1,1570,0.001,0.007,0.001,0.001,0.006,-0.044,0.046,0.09,-0.144,4.17,0
NN_SN_a180,1,10123,0,0.011,0,0,0.008,-0.149,0.093,0.242,-0.307,7.924,0
PA_CH_a72,1,174,0.001,0.013,0.001,0.001,0.009,-0.038,0.077,0.115,1.104,8.159,0.001
PA_SA_a150,1,192,0,0.012,0.001,0,0.008,-0.039,0.064,0.103,0.816,6.349,0.001
PH_PL_a150,1,79,0.002,0.005,0.002,0.002,0.004,-0.014,0.014,0.029,-0.482,0.848,0.001
SN_NE_a72,1,213,-0.001,0.013,0,0,0.011,-0.059,0.031,0.09,-0.731,1.808,0.001
SU_MA_a120,1,144,0.001,0.011,0.001,0.001,0.01,-0.043,0.036,0.079,-0.002,1.95,0.001
SU_PA_a45,1,306,0,0.01,0.001,0,0.009,-0.049,0.029,0.078,-0.264,1.824,0.001
SU_PH_a72,1,242,-0.001,0.01,0.001,0,0.008,-0.048,0.027,0.075,-1.024,2.988,0.001
UR_PH_a120,1,812,0,0.01,0,0,0.007,-0.061,0.077,0.138,0.133,9.405,0
VE_MA_a150,1,93,0,0.008,-0.001,0,0.009,-0.025,0.024,0.049,-0.108,0.323,0.001
VS_SA_a144,1,256,0,0.008,0,0,0.007,-0.027,0.024,0.051,0.063,0.547,0.001
MO_JU_a36,1,771,0.001,0.01,0.001,0.001,0.008,-0.066,0.051,0.117,-0.091,3.676,0
MO_VS_a90,1,721,0,0.011,0,0,0.008,-0.049,0.051,0.1,-0.007,3.293,0
MO_NE_a135,1,755,0.001,0.01,0,0,0.008,-0.046,0.047,0.093,0.097,2.983,0
VE_PH_a36,1,242,0.001,0.012,0.001,0,0.009,-0.036,0.059,0.095,0.806,3.563,0.001
MO_MA_a36,1,720,0,0.011,0,0,0.008,-0.059,0.04,0.099,-0.4,2.68,0
MO_PH_a135,1,752,0,0.011,0,0,0.008,-0.049,0.093,0.142,0.709,8.12,0
MO_CH_a90,1,756,0,0.012,0,0,0.008,-0.149,0.086,0.235,-2.43,39.116,0
MO_ME_a144,1,705,0,0.01,0,0,0.008,-0.059,0.051,0.11,-0.132,4.171,0
