PlanetTriplicity,Planet,Triplicity,Buy,Sell,DaysN,BuyDays%,SellDays%
CE_CAR,Ceres,Cardinal,2162,1952,4114,0.53,0.47
CE_FIX,Ceres,Fixed,2185,1938,4123,0.53,0.47
CE_MUT,Ceres,Mutable,2318,2016,4334,0.53,0.47
CH_CAR,Chiron,Cardinal,2321,2002,4323,0.54,0.46
CH_FIX,Chiron,Fixed,2124,1913,4037,0.53,0.47
CH_MUT,Chiron,Mutable,2220,1991,4211,0.53,0.47
JN_CAR,Juno,Cardinal,2276,1983,4259,0.53,0.47
JN_FIX,Juno,Fixed,2234,2015,4249,0.53,0.47
JN_MUT,Juno,Mutable,2155,1908,4063,0.53,0.47
JU_CAR,Jupiter,Cardinal,2243,1972,4215,0.53,0.47
JU_FIX,Jupiter,Fixed,2212,1975,4187,0.53,0.47
JU_MUT,Jupiter,Mutable,2210,1959,4169,0.53,0.47
MA_CAR,Mars,Cardinal,2294,1975,4269,0.54,0.46
MA_FIX,Mars,Fixed,2182,2038,4220,0.52,0.48
MA_MUT,Mars,Mutable,2189,1893,4082,0.54,0.46
ME_CAR,Mercury,Cardinal,2138,1947,4085,0.52,0.48
ME_FIX,Mercury,Fixed,2280,1993,4273,0.53,0.47
ME_MUT,Mercury,Mutable,2247,1966,4213,0.53,0.47
MO_CAR,Moon,Cardinal,2249,1967,4216,0.53,0.47
MO_FIX,Moon,Fixed,2199,1997,4196,0.52,0.48
MO_MUT,Moon,Mutable,2217,1942,4159,0.53,0.47
NE_CAR,Neptune,Cardinal,1784,1644,3428,0.52,0.48
NE_FIX,Neptune,Fixed,1733,1685,3418,0.51,0.49
NE_MUT,Neptune,Mutable,3148,2577,5725,0.55,0.45
NN_CAR,NNode,Cardinal,2217,1972,4189,0.53,0.47
NN_FIX,NNode,Fixed,2240,1965,4205,0.53,0.47
NN_MUT,NNode,Mutable,2208,1969,4177,0.53,0.47
PA_CAR,Pallas,Cardinal,2146,1963,4109,0.52,0.48
PA_FIX,Pallas,Fixed,2292,1982,4274,0.54,0.46
PA_MUT,Pallas,Mutable,2227,1961,4188,0.53,0.47
PH_CAR,Pholus,Cardinal,1527,1431,2958,0.52,0.48
PH_FIX,Pholus,Fixed,1530,1408,2938,0.52,0.48
PH_MUT,Pholus,Mutable,3608,3067,6675,0.54,0.46
PL_CAR,Pluto,Cardinal,3277,2781,6058,0.54,0.46
PL_FIX,Pluto,Fixed,1496,1337,2833,0.53,0.47
PL_MUT,Pluto,Mutable,1892,1788,3680,0.51,0.49
SA_CAR,Saturn,Cardinal,2172,2075,4247,0.51,0.49
SA_FIX,Saturn,Fixed,2225,1919,4144,0.54,0.46
SA_MUT,Saturn,Mutable,2268,1912,4180,0.54,0.46
SN_CAR,SNode,Cardinal,2217,1972,4189,0.53,0.47
SN_FIX,SNode,Fixed,2240,1965,4205,0.53,0.47
SN_MUT,SNode,Mutable,2208,1969,4177,0.53,0.47
SU_CAR,Sun,Cardinal,2191,1883,4074,0.54,0.46
SU_FIX,Sun,Fixed,2173,2026,4199,0.52,0.48
SU_MUT,Sun,Mutable,2301,1997,4298,0.54,0.46
UR_CAR,Uranus,Cardinal,2617,2341,4958,0.53,0.47
UR_FIX,Uranus,Fixed,2142,1936,4078,0.53,0.47
UR_MUT,Uranus,Mutable,1906,1629,3535,0.54,0.46
VE_CAR,Venus,Cardinal,2248,1973,4221,0.53,0.47
VE_FIX,Venus,Fixed,2216,2026,4242,0.52,0.48
VE_MUT,Venus,Mutable,2201,1907,4108,0.54,0.46
VS_CAR,Vesta,Cardinal,2217,1967,4184,0.53,0.47
VS_FIX,Vesta,Fixed,2179,1969,4148,0.53,0.47
VS_MUT,Vesta,Mutable,2269,1970,4239,0.54,0.46
