PlanetAspectsCount,Planet,CountRange,Buy,Sell,DaysN,BuyDays%,SellDays%
"CE_(2,3]",Ceres,"(2,3]",1233,1196,2429,0.51,0.49
"CE_(3,4]",Ceres,"(3,4]",937,868,1805,0.52,0.48
"CE_(4,8]",Ceres,"(4,8]",705,611,1316,0.54,0.46
"CE_[0,2]",Ceres,"[0,2]",2464,2254,4718,0.52,0.48
"CH_(1,2]",Chiron,"(1,2]",1440,1318,2758,0.52,0.48
"CH_(2,3]",Chiron,"(2,3]",456,396,852,0.54,0.46
CH_1,Chiron,1,2347,2170,4517,0.52,0.48
"CH_[0,1)",Chiron,"[0,1)",1096,1045,2141,0.51,0.49
"JN_(2,3]",Juno,"(2,3]",1232,1152,2384,0.52,0.48
"JN_(3,4]",Juno,"(3,4]",1006,919,1925,0.52,0.48
"JN_(4,9]",Juno,"(4,9]",953,887,1840,0.52,0.48
"JN_[0,2]",Juno,"[0,2]",2148,1971,4119,0.52,0.48
"JU_(1,2]",Jupiter,"(1,2]",1501,1475,2976,0.5,0.5
"JU_(2,3]",Jupiter,"(2,3]",1316,1149,2465,0.53,0.47
"JU_(3,7]",Jupiter,"(3,7]",874,799,1673,0.52,0.48
"JU_[0,1]",Jupiter,"[0,1]",1648,1506,3154,0.52,0.48
"MA_(2,3]",Mars,"(2,3]",1194,1108,2302,0.52,0.48
"MA_(3,5]",Mars,"(3,5]",1870,1732,3602,0.52,0.48
"MA_(5,11]",Mars,"(5,11]",714,670,1384,0.52,0.48
"MA_[0,2]",Mars,"[0,2]",1561,1419,2980,0.52,0.48
"ME_(3,4]",Mercury,"(3,4]",1047,1065,2112,0.5,0.5
"ME_(4,6]",Mercury,"(4,6]",1793,1577,3370,0.53,0.47
"ME_(6,13]",Mercury,"(6,13]",728,602,1330,0.55,0.45
"ME_[0,3]",Mercury,"[0,3]",1771,1685,3456,0.51,0.49
"MO_(13,15]",Moon,"(13,15]",1521,1433,2954,0.51,0.49
"MO_(15,17]",Moon,"(15,17]",1286,1211,2497,0.52,0.48
"MO_(17,27]",Moon,"(17,27]",898,850,1748,0.51,0.49
"MO_[5,13]",Moon,"[5,13]",1634,1435,3069,0.53,0.47
"NE_(0,1]",Neptune,"(0,1]",867,703,1570,0.55,0.45
NE_0,Neptune,0,4472,4226,8698,0.51,0.49
"NN_(2,3]",NNode,"(2,3]",1482,1369,2851,0.52,0.48
"NN_(3,6]",NNode,"(3,6]",1146,1108,2254,0.51,0.49
NN_2,NNode,2,1875,1709,3584,0.52,0.48
"NN_[1,2)",NNode,"[1,2)",836,743,1579,0.53,0.47
"PA_(1,2]",Pallas,"(1,2]",1402,1299,2701,0.52,0.48
"PA_(2,3]",Pallas,"(2,3]",1286,1119,2405,0.53,0.47
"PA_(3,8]",Pallas,"(3,8]",1185,1154,2339,0.51,0.49
"PA_[0,1]",Pallas,"[0,1]",1466,1357,2823,0.52,0.48
"PH_(0,1]",Pholus,"(0,1]",2127,1881,4008,0.53,0.47
"PH_(1,2]",Pholus,"(1,2]",180,195,375,0.48,0.52
PH_0,Pholus,0,3032,2853,5885,0.52,0.48
"SA_(1,2]",Saturn,"(1,2]",1492,1369,2861,0.52,0.48
"SA_(2,4]",Saturn,"(2,4]",538,493,1031,0.52,0.48
SA_1,Saturn,1,2071,1860,3931,0.53,0.47
"SA_[0,1)",Saturn,"[0,1)",1238,1207,2445,0.51,0.49
"SN_(2,5]",SNode,"(2,5]",1142,1127,2269,0.5,0.5
SN_2,SNode,2,1541,1407,2948,0.52,0.48
"SN_[0,1]",SNode,"[0,1]",2656,2395,5051,0.53,0.47
"SU_(3,4]",Sun,"(3,4]",1124,1118,2242,0.5,0.5
"SU_(4,5]",Sun,"(4,5]",918,866,1784,0.51,0.49
"SU_(5,11]",Sun,"(5,11]",1028,973,2001,0.51,0.49
"SU_[0,3]",Sun,"[0,3]",2269,1972,4241,0.54,0.46
"UR_(1,3]",Uranus,"(1,3]",1035,974,2009,0.52,0.48
UR_0,Uranus,0,1968,1902,3870,0.51,0.49
UR_1,Uranus,1,2336,2053,4389,0.53,0.47
"VE_(3,4]",Venus,"(3,4]",1154,1080,2234,0.52,0.48
"VE_(4,6]",Venus,"(4,6]",1776,1540,3316,0.54,0.46
"VE_(6,12]",Venus,"(6,12]",693,657,1350,0.51,0.49
"VE_[0,3]",Venus,"[0,3]",1716,1652,3368,0.51,0.49
"VS_(2,3]",Vesta,"(2,3]",1269,1167,2436,0.52,0.48
"VS_(3,4]",Vesta,"(3,4]",1050,963,2013,0.52,0.48
"VS_(4,10]",Vesta,"(4,10]",1223,1193,2416,0.51,0.49
"VS_[0,2]",Vesta,"[0,2]",1797,1606,3403,0.53,0.47
